match,PSW,win0,confidence0,date,
30417,1.49,1,0.992054264,2/22/2019,0.49
33315,3.2,0,0.992022419,9/16/2020,-1
36367,1.21,1,0.991945021,1/12/2022,0.21
35790,1.16,1,0.99191692,8/31/2021,0.16
31056,1.09,1,0.991897894,5/16/2019,0.09
30604,3.39,0,0.99183318,3/12/2019,-1
35623,1.35,1,0.991797374,8/11/2021,0.35
28161,1.48,1,0.991780096,6/27/2017,0.48
28315,8.03,0,0.99177186,7/10/2017,-1
32241,1.36,1,0.991761537,10/2/2019,0.36
29203,1.3,1,0.991748353,10/24/2017,0.3
31790,1.23,1,0.991743765,8/1/2019,0.23
34329,1.22,1,0.991733541,3/16/2021,0.22
33919,1.13,1,0.991712504,2/3/2021,0.13
34662,1.54,1,0.991672284,4/25/2021,0.54
32177,3.45,0,0.991672206,9/26/2019,-1
35574,2.7,0,0.99163447,8/4/2021,-1
34055,1.06,1,0.99162176,2/11/2021,0.06
33155,1.47,1,0.99161965,9/1/2020,0.47
30321,2.6,0,0.991610959,2/14/2019,-1
35005,1.35,1,0.991598403,6/2/2021,0.35
36302,1.58,1,0.991590663,1/5/2022,0.58
31174,1.19,1,0.991561596,5/28/2019,0.19
37490,4.13,0,0.991521759,5/22/2022,-1
37846,1.03,1,0.991477721,6/29/2022,0.03
29088,1.6,1,0.991477346,10/12/2017,0.6
33589,1.2,1,0.991414925,10/19/2020,0.2
31383,1.55,1,0.991368696,6/25/2019,0.55
34639,1.95,1,0.99136818,4/22/2021,0.95
37385,5.52,0,0.991345342,5/10/2022,-1
31413,2.46,0,0.991310652,6/28/2019,-1
28127,2.56,0,0.991289788,6/22/2017,-1
29154,1.32,1,0.991275485,10/19/2017,0.32
35918,1.52,1,0.991275152,9/24/2021,0.52
28752,2.94,0,0.991263685,8/28/2017,-1
35943,1.12,1,0.991257582,9/29/2021,0.12
31458,1.33,1,0.991246717,7/2/2019,0.33
39024,3.27,0,0.99124537,1/13/2023,-1
37800,1.03,1,0.99123272,6/28/2022,0.03
37686,1.15,1,0.991185761,6/14/2022,0.15
32700,1.11,1,0.99116343,1/23/2020,0.11
26898,1.21,1,0.99115601,1/19/2017,0.21
35704,1.54,1,0.991059126,8/23/2021,0.54
31355,1.16,1,0.991057789,6/21/2019,0.16
28956,4.72,0,0.991054585,9/27/2017,-1
36969,1.41,1,0.991036943,3/17/2022,0.41
30060,2.43,0,0.991032422,1/14/2019,-1
39132,1.37,1,0.991018461,1/21/2023,0.37
34005,1.67,1,0.990977913,2/9/2021,0.67
29236,1.12,1,0.990952272,10/27/2017,0.12
27873,1.24,1,0.990938174,5/23/2017,0.24
34675,1.46,1,0.990935011,4/27/2021,0.46
27116,1.49,1,0.99091345,2/20/2017,0.49
31298,1.83,1,0.990910961,6/15/2019,0.83
36127,1.49,1,0.99087396,10/24/2021,0.49
38637,1.42,1,0.990873119,10/7/2022,0.42
38441,4.38,0,0.990870237,9/5/2022,-1
30149,1.33,1,0.990860538,1/17/2019,0.33
38145,1.05,1,0.990790844,8/4/2022,0.05
37550,1.09,1,0.99075946,5/25/2022,0.09
37539,2.78,0,0.99073489,5/24/2022,-1
35461,1.09,1,0.990717527,7/22/2021,0.09
38580,1.67,1,0.990709932,10/1/2022,0.67
35833,1.5,1,0.990683492,9/2/2021,0.5
33622,1.22,1,0.990681867,10/22/2020,0.22
36884,1.14,1,0.990661816,3/10/2022,0.14
34352,1.2,1,0.990648375,3/17/2021,0.2
33562,1.2,1,0.99064017,10/15/2020,0.2
34016,1.75,1,0.990575492,2/9/2021,0.75
29551,1.08,1,0.990571424,1/20/2018,0.08
27020,2.63,0,0.990541964,2/12/2017,-1
37250,1.18,1,0.99053588,4/22/2022,0.18
34670,1.42,1,0.990531445,4/26/2021,0.42
26849,1.13,1,0.990482451,1/17/2017,0.13
37466,3.12,0,0.990479828,5/19/2022,-1
27891,1.48,1,0.990444555,5/25/2017,0.48
37958,2.06,0,0.990430689,7/18/2022,-1
26850,1.3,1,0.99042219,1/17/2017,0.3
27618,1.75,1,0.990396065,4/26/2017,0.75
28835,1.2,1,0.990320012,8/31/2017,0.2
34273,1.1,1,0.990319004,3/10/2021,0.1
33023,2.18,0,0.990318651,2/25/2020,-1
33089,1.57,1,0.990271886,8/23/2020,0.57
