match,PSW,win0,confidence0,date,,,pred,correct?,,,,,,
53729,1.31,1,0.938035242,8/9/2021,0.31,,,,,,,,,
51629,1.01,1,0.938010973,10/4/2020,0.01,,,,,,,,,
54017,1.19,1,0.938004372,9/21/2021,0.19,,,,,,,,,
47630,1.16,1,0.937971595,9/1/2018,0.16,,,,,,,,,
49300,3.28,0,0.937952017,5/27/2019,-1,,,,,,,,,
52681,1.4,1,0.93794263,4/13/2021,0.4,,,,,,,,,
54253,1.5,1,0.937941152,10/23/2021,0.5,,,,,,,,,
53534,2.01,1,0.937902972,7/16/2021,1.01,,,,,,,,,
56643,1.34,1,0.937901595,9/28/2022,0.34,,,,,,,,,
54793,1.65,1,0.937867081,2/12/2022,0.65,,,,,,,,,
43932,1.72,1,0.93783253,5/10/2017,0.72,,,,,,,,,
49721,1.65,1,0.937830169,7/16/2019,0.65,,,,,,,,,
54236,4,0,0.937825318,10/21/2021,-1,,,,,,,,,
56767,1.51,1,0.937814513,10/11/2022,0.51,,,,,,,,,
45949,1.42,1,0.937806086,2/22/2018,0.42,,,,,,,,,
52783,1.27,1,0.937775894,4/22/2021,0.27,,,,,,,,,
56744,1.54,1,0.937767536,10/8/2022,0.54,,,,,,,,,
50123,1.08,1,0.937762836,8/26/2019,0.08,,,,,,,,,
45877,1.05,1,0.937742901,2/16/2018,0.05,,,,,,,,,
54354,1.25,1,0.937726902,11/5/2021,0.25,,,,,,,,,
47052,1.11,1,0.937719526,7/4/2018,0.11,,,,,,,,,
56067,1.13,1,0.937702761,7/18/2022,0.13,,,,,,,,,
47367,4.46,0,0.937693706,8/5/2018,-1,,,,,,,,,
55297,1.31,1,0.937685022,4/18/2022,0.31,,,,,,,,,
45473,1.28,1,0.937684675,1/1/2018,0.28,,,,,,,,,
43687,1.37,1,0.937644479,4/15/2017,0.37,,,,,,,,,
53395,1.03,1,0.93761299,6/30/2021,0.03,,,,,,,,,
46010,4.3,0,0.93756953,2/27/2018,-1,,,,,,,,,
44987,1.04,1,0.937526184,8/31/2017,0.04,,,,,,,,,
53551,2.86,0,0.93748509,7/19/2021,-1,,,,,,,,,
43245,1.26,1,0.937469923,2/16/2017,0.26,,,,,,,,,
49165,1.24,1,0.93743774,5/10/2019,0.24,,,,,,,,,
51885,1.2,1,0.937425041,11/5/2020,0.2,,,,,,,,,
49181,3.47,0,0.937342228,5/13/2019,-1,,,,,,,,,
43049,1.01,1,0.937341257,1/18/2017,0.01,,,,,,,,,
44874,1.26,1,0.937326393,8/21/2017,0.26,,,,,,,,,
46835,1.25,1,0.93732406,6/13/2018,0.25,,,,,,,,,
51661,1.63,1,0.937301918,10/13/2020,0.63,,,,,,,,,
53236,1.13,1,0.937297699,6/15/2021,0.13,,,,,,,,,
52195,1.11,1,0.937291776,2/11/2021,0.11,,,,,,,,,
54422,2.88,0,0.937291746,1/5/2022,-1,,,,,,,,,
44137,1.15,1,0.937252093,5/31/2017,0.15,,,,,,,,,
53733,1.35,1,0.937248875,8/9/2021,0.35,,,,,,,,,
45918,1.45,1,0.937236516,2/20/2018,0.45,,,,,,,,,
55274,1.18,1,0.93722051,4/13/2022,0.18,,,,,,,,,
46786,1.06,1,0.937212496,6/1/2018,0.06,,,,,,,,,
54628,1.61,1,0.937176247,1/25/2022,0.61,,,,,,,,,
53821,1.14,1,0.937152115,8/20/2021,0.14,,,,,,,,,
49471,1.33,1,0.937140437,6/18/2019,0.33,,,,,,,,,
52198,1.13,1,0.93711012,2/12/2021,0.13,,,,,,,,,
56630,1.18,1,0.937074738,9/27/2022,0.18,,,,,,,,,
55615,1.02,1,0.937072512,5/23/2022,0.02,,,,,,,,,
49564,4.84,0,0.937065382,6/27/2019,-1,,,,,,,,,
49575,5.14,0,0.937062059,7/1/2019,-1,,,,,,,,,
47281,1.14,1,0.93705984,7/31/2018,0.14,,,,,,,,,
53654,1.08,1,0.937030804,7/28/2021,0.08,,,,,,,,,
43025,1.02,1,0.937023492,1/17/2017,0.02,,,,,,,,,
56625,2.66,0,0.936992668,9/27/2022,-1,,,,,,,,,
54100,1.06,1,0.936982726,10/1/2021,0.06,,,,,,,,,
50846,1.19,1,0.936978022,1/23/2020,0.19,,,,,,,,,
46577,1.2,1,0.936949049,5/12/2018,0.2,,,,,,,,,
43115,1.18,1,0.936909746,2/6/2017,0.18,,,,,,,,,
48763,2.25,0,0.93686489,3/13/2019,-1,,,,,,,,,
47879,1.29,1,0.936859942,10/15/2018,0.29,,,,,,,,,
58082,1.04,1,0.936844077,2/28/2023,0.04,,djokovic,Y,,,,,,
56522,3.49,0,0.936835968,9/2/2022,-1,,,,,,,,,
56183,2.32,0,0.936826886,7/29/2022,-1,,,,,,,,,
53202,1.06,1,0.936814339,6/9/2021,0.06,,,,,,,,,
56309,1.78,1,0.936811348,8/10/2022,0.78,,,,,,,,,
53455,4.05,0,0.936769981,7/5/2021,-1,,,,,,,,,
57849,1.36,1,0.936748225,2/20/2023,0.36,,,,,,,,,
57829,1.36,1,0.936748225,2/20/2023,0.36,,,,,,,,,
56966,1.22,1,0.9367401,11/1/2022,0.22,,,,,,,,,
55922,1.03,1,0.936703166,6/28/2022,0.03,,,,,,,,,
52760,1.02,1,0.936689501,4/21/2021,0.02,,,,,,,,,
52913,1.63,1,0.936677365,5/10/2021,0.63,,,,,,,,,
52914,1.79,1,0.93667118,5/10/2021,0.79,,,,,,,,,
43707,1.52,1,0.936634671,4/18/2017,0.52,,,,,,,,,
44485,1.25,1,0.936601971,7/16/2017,0.25,,,,,,,,,
50827,1.005,1,0.936601901,1/22/2020,0.005,,,,,,,,,
56537,1.16,1,0.936594713,9/3/2022,0.16,,,,,,,,,
53432,1.06,1,0.93658205,7/1/2021,0.06,,,,,,,,,
44833,1.6,1,0.936524598,8/16/2017,0.6,,,,,,,,,
56433,1.29,1,0.936495671,8/29/2022,0.29,,,,,,,,,
46247,1.24,1,0.936492402,3/27/2018,0.24,,,,,,,,,
49581,1.04,1,0.936486685,7/1/2019,0.04,,,,,,,,,
51221,1.25,1,0.936480005,8/22/2020,0.25,,,,,,,,,
42966,2.12,0,0.93647951,1/11/2017,-1,,,,,,,,,
43315,1.2,1,0.936463554,2/22/2017,0.2,,,,,,,,,
55232,1.28,1,0.936457258,4/8/2022,0.28,,,,,,,,,
52526,1.24,1,0.93644774,3/24/2021,0.24,,,,,,,,,
54616,2.17,0,0.936361332,1/22/2022,-1,,,,,,,,,
44142,22.73,0,0.936360434,5/31/2017,-1,,,,,,,,,
57128,1.37,1,0.936351313,1/7/2023,0.37,,,,,,,,,
57125,1.37,1,0.936351313,1/7/2023,0.37,,,,,,,,,
46036,1.68,1,0.936343009,2/28/2018,0.68,,,,,,,,,
51225,1.61,1,0.936332181,8/22/2020,0.61,,,,,,,,,
48708,2.93,0,0.936313795,3/8/2019,-1,,,,,,,,,
57247,1.06,1,0.936300615,1/16/2023,0.06,,,,,,,,,
57278,1.06,1,0.936300615,1/16/2023,0.06,,,,,,,,,
47192,3.14,0,0.936279296,7/23/2018,-1,,,,,,,,,
44862,2.09,0,0.936204092,8/20/2017,-1,,,,,,,,,
43481,6.87,0,0.936192554,3/11/2017,-1,,,,,,,,,
48814,1.2,1,0.936171361,3/22/2019,0.2,,,,,,,,,
44736,2.25,0,0.936150875,8/4/2017,-1,,,,,,,,,
44002,1.64,1,0.936139606,5/18/2017,0.64,,,,,,,,,
46256,1.76,1,0.936136427,4/9/2018,0.76,,,,,,,,,
46999,1.03,1,0.936109647,7/2/2018,0.03,,,,,,,,,
48313,1.26,1,0.936082149,1/18/2019,0.26,,,,,,,,,
52862,1.26,1,0.936076119,5/3/2021,0.26,,,,,,,,,
56749,1.74,1,0.936046222,10/9/2022,0.74,,,,,,,,,
43863,1.33,1,0.936041222,5/3/2017,0.33,,,,,,,,,
43322,2.16,0,0.936036879,2/22/2017,-1,,,,,,,,,
48523,6.71,0,0.936034533,2/19/2019,-1,,,,,,,,,
47453,1.36,1,0.936028866,8/15/2018,0.36,,,,,,,,,
46762,4.22,0,0.936015269,5/30/2018,-1,,,,,,,,,
50403,1.13,1,0.936010751,10/4/2019,0.13,,,,,,,,,
52442,1.07,1,0.936010226,3/13/2021,0.07,,,,,,,,,
52030,1.16,1,0.935997065,2/2/2021,0.16,,,,,,,,,
50249,1.58,1,0.935977405,9/16/2019,0.58,,,,,,,,,
54001,1.42,1,0.935973418,9/11/2021,0.42,,,,,,,,,
53910,1.68,1,0.935965497,8/31/2021,0.68,,,,,,,,,
55298,1.37,1,0.935915911,4/18/2022,0.37,,,,,,,,,
53318,1.18,1,0.935909262,6/23/2021,0.18,,,,,,,,,
51564,1.12,1,0.935903521,9/29/2020,0.12,,,,,,,,,
57323,1.06,1,0.93581386,1/17/2023,0.06,,,,,,,,,
57337,1.06,1,0.93581386,1/17/2023,0.06,,,,,,,,,
45374,1.31,1,0.935777923,10/25/2017,0.31,,,,,,,,,
44910,1.1,1,0.93577746,8/28/2017,0.1,,,,,,,,,
49769,1.41,1,0.935745556,7/19/2019,0.41,,,,,,,,,
50348,1.25,1,0.935714969,9/27/2019,0.25,,,,,,,,,
46236,1.4,1,0.935695946,3/26/2018,0.4,,,,,,,,,
52365,1.18,1,0.935662372,3/7/2021,0.18,,,,,,,,,
52293,3.98,0,0.935643664,2/26/2021,-1,,,,,,,,,
54052,3.69,0,0.935640694,9/25/2021,-1,,,,,,,,,
54586,1.12,1,0.935606422,1/19/2022,0.12,,,,,,,,,
55187,2.32,0,0.935602095,4/5/2022,-1,,,,,,,,,
48285,3.37,0,0.935586116,1/16/2019,-1,,,,,,,,,
51951,2.18,0,0.93554365,1/8/2021,-1,,,,,,,,,
44255,1.17,1,0.935543483,6/20/2017,0.17,,,,,,,,,
46727,1.4,1,0.93554312,5/29/2018,0.4,,,,,,,,,
51949,1.36,1,0.935478024,1/8/2021,0.36,,,,,,,,,
47442,1.16,1,0.935455026,8/14/2018,0.16,,,,,,,,,
53539,1.71,1,0.935445867,7/17/2021,0.71,,,,,,,,,
54743,1.58,1,0.935440767,2/8/2022,0.58,,,,,,,,,
45729,1.6,1,0.935434437,2/5/2018,0.6,,,,,,,,,
47515,1.5,1,0.935411349,8/23/2018,0.5,,,,,,,,,
46836,1.32,1,0.935405728,6/13/2018,0.32,,,,,,,,,
48927,1.33,1,0.935385035,4/13/2019,0.33,,,,,,,,,
49495,3.26,0,0.935362623,6/20/2019,-1,,,,,,,,,
49995,1.4,1,0.93535924,8/7/2019,0.4,,,,,,,,,
57388,1.1,1,0.935351905,1/18/2023,0.1,,,,,,,,,
57363,1.1,1,0.935351905,1/18/2023,0.1,,,,,,,,,
52033,2.69,0,0.935348501,2/2/2021,-1,,,,,,,,,
48905,1.67,1,0.935328659,4/10/2019,0.67,,,,,,,,,
56086,1.71,1,0.935326711,7/19/2022,0.71,,,,,,,,,
52151,1.38,1,0.935320007,2/9/2021,0.38,,,,,,,,,
46107,1.26,1,0.935297098,3/11/2018,0.26,,,,,,,,,
45943,1.09,1,0.935271425,2/21/2018,0.09,,,,,,,,,
56909,1.04,1,0.935269322,10/26/2022,0.04,,,,,,,,,
45483,1.57,1,0.935227811,1/2/2018,0.57,,,,,,,,,
54340,1.16,1,0.935191627,11/2/2021,0.16,,,,,,,,,
44199,1.17,1,0.93518835,6/13/2017,0.17,,,,,,,,,
55717,1.36,1,0.935161951,6/6/2022,0.36,,,,,,,,,
55914,1.03,1,0.935146719,6/28/2022,0.03,,,,,,,,,
44918,1.38,1,0.93514062,8/28/2017,0.38,,,,,,,,,
44853,1.3,1,0.935135846,8/18/2017,0.3,,,,,,,,,
49081,3.3,0,0.935126672,4/30/2019,-1,,,,,,,,,
56550,4.18,0,0.935120909,9/7/2022,-1,,,,,,,,,
57726,1.99,0,0.935079474,2/15/2023,-1,,,,,,,,,
57750,1.99,0,0.935079474,2/15/2023,-1,,,,,,,,,
48771,1.18,1,0.935066577,3/14/2019,0.18,,,,,,,,,
54564,1.05,1,0.935060504,1/18/2022,0.05,,,,,,,,,
55695,1.04,1,0.935059675,5/28/2022,0.04,,,,,,,,,
53093,1.12,1,0.93504447,5/31/2021,0.12,,,,,,,,,
55229,1.11,1,0.935035604,4/8/2022,0.11,,,,,,,,,
51312,1.51,1,0.935024902,9/1/2020,0.51,,,,,,,,,
53273,1.29,1,0.935022843,6/18/2021,0.29,,,,,,,,,
43915,1.08,1,0.935015653,5/9/2017,0.08,,,,,,,,,
45015,3.83,0,0.934987149,9/2/2017,-1,,,,,,,,,
45194,1.2,1,0.934984374,10/6/2017,0.2,,,,,,,,,
43748,1.43,1,0.934971121,4/24/2017,0.43,,,,,,,,,
44711,1.27,1,0.934967253,8/3/2017,0.27,,,,,,,,,
45634,1.25,1,0.93495287,1/16/2018,0.25,,,,,,,,,
51477,1.03,1,0.934942842,9/19/2020,0.03,,,,,,,,,
50554,1.55,1,0.934928208,10/21/2019,0.55,,,,,,,,,
53043,1.01,1,0.934907223,5/25/2021,0.01,,,,,,,,,
52742,1.38,1,0.934867441,4/20/2021,0.38,,,,,,,,,
56888,1.51,1,0.934803445,10/24/2022,0.51,,,,,,,,,
51499,1.17,1,0.934802582,9/23/2020,0.17,,,,,,,,,
55588,1.005,1,0.934793628,5/22/2022,0.005,,,,,,,,,
57148,1.48,1,0.934759955,1/9/2023,0.48,,,,,,,,,
57141,1.48,1,0.934759955,1/9/2023,0.48,,,,,,,,,
54976,1.46,1,0.934755395,2/24/2022,0.46,,,,,,,,,
47915,1.95,1,0.934732375,10/17/2018,0.95,,,,,,,,,
50180,5.03,0,0.934718988,8/27/2019,-1,,,,,,,,,
48329,3.23,0,0.93471877,1/20/2019,-1,,,,,,,,,
45882,1.05,1,0.934685746,2/17/2018,0.05,,,,,,,,,
47193,3.5,0,0.934657061,7/23/2018,-1,,,,,,,,,
44928,1.52,1,0.934654988,8/28/2017,0.52,,,,,,,,,
43370,1.03,1,0.934632414,2/27/2017,0.03,,,,,,,,,
43458,1.38,1,0.934629086,3/9/2017,0.38,,,,,,,,,
54453,1.16,1,0.934612963,1/9/2022,0.16,,,,,,,,,
56565,3.43,0,0.934590601,9/20/2022,-1,,,,,,,,,
51778,1.56,1,0.934577553,10/25/2020,0.56,,,,,,,,,
43910,3.97,0,0.93456259,5/8/2017,-1,,,,,,,,,
51114,1.14,1,0.934553219,2/21/2020,0.14,,,,,,,,,
43208,1.05,1,0.934552628,2/14/2017,0.05,,,,,,,,,
47961,5.39,0,0.934539981,10/22/2018,-1,,,,,,,,,
44942,1.14,1,0.934530553,8/30/2017,0.14,,,,,,,,,
48187,1.66,1,0.934517813,1/8/2019,0.66,,,,,,,,,
49281,1.24,1,0.934501801,5/26/2019,0.24,,,,,,,,,
42941,2.63,0,0.934488133,1/9/2017,-1,,,,,,,,,
54973,1.07,1,0.934460801,2/24/2022,0.07,,,,,,,,,
48846,1.4,1,0.934437585,3/24/2019,0.4,,,,,,,,,
43648,2.42,0,0.934429712,4/11/2017,-1,,,,,,,,,
45700,2.19,0,0.934398742,1/19/2018,-1,,,,,,,,,
45434,1.14,1,0.934378046,11/2/2017,0.14,,,,,,,,,
46676,2.07,0,0.934375994,5/24/2018,-1,,,,,,,,,
56026,2.94,0,0.934305859,7/12/2022,-1,,,,,,,,,
54916,1.25,1,0.934304531,2/22/2022,0.25,,,,,,,,,
53227,1.17,1,0.934251687,6/14/2021,0.17,,,,,,,,,
51245,2.94,0,0.934222903,8/24/2020,-1,,,,,,,,,
52923,2.09,0,0.934201636,5/10/2021,-1,,,,,,,,,
53842,1.4,1,0.934185839,8/23/2021,0.4,,,,,,,,,
52512,1.08,1,0.934154968,3/18/2021,0.08,,,,,,,,,
56193,2.64,0,0.93413051,7/29/2022,-1,,,,,,,,,
50234,1.18,1,0.934107088,9/1/2019,0.18,,,,,,,,,
51357,1.12,1,0.934100924,9/3/2020,0.12,,,,,,,,,
57267,1.06,1,0.934040787,1/16/2023,0.06,,,,,,,,,
57291,1.06,1,0.934040787,1/16/2023,0.06,,,,,,,,,
48109,2.33,0,0.93403631,1/1/2019,-1,,,,,,,,,
57789,1.2,1,0.934007876,2/17/2023,0.2,,,,,,,,,
57785,1.2,1,0.934007876,2/17/2023,0.2,,,,,,,,,
56889,1.41,1,0.934000236,10/24/2022,0.41,,,,,,,,,
44961,1.08,1,0.933999544,8/30/2017,0.08,,,,,,,,,
47659,2.4,0,0.933975317,9/18/2018,-1,,,,,,,,,
52124,1.05,1,0.933974397,2/8/2021,0.05,,,,,,,,,
57277,3.89,0,0.933947775,1/16/2023,-1,,,,,,,,,
57256,3.89,0,0.933947775,1/16/2023,-1,,,,,,,,,
51573,1.14,1,0.933945665,9/29/2020,0.14,,,,,,,,,
52885,1.04,1,0.933906719,5/5/2021,0.04,,,,,,,,,
43272,4.8,0,0.93387323,2/19/2017,-1,,,,,,,,,
45168,1.12,1,0.933859215,10/3/2017,0.12,,,,,,,,,
46355,1.49,1,0.933811294,4/19/2018,0.49,,,,,,,,,
51880,1.59,1,0.933810822,11/5/2020,0.59,,,,,,,,,
56358,1.37,1,0.933810035,8/17/2022,0.37,,,,,,,,,
54008,1.35,1,0.93379916,9/20/2021,0.35,,,,,,,,,
53379,1.22,1,0.933796364,6/30/2021,0.22,,,,,,,,,
52347,1.55,1,0.933788613,3/4/2021,0.55,,,,,,,,,
50200,1.53,1,0.933758186,8/29/2019,0.53,,,,,,,,,
53109,1.26,1,0.933725667,5/31/2021,0.26,,,,,,,,,
51127,1.42,1,0.933689059,2/23/2020,0.42,,,,,,,,,
56480,1.32,1,0.933684374,8/30/2022,0.32,,,,,,,,,
56233,1.54,1,0.933668445,8/3/2022,0.54,,,,,,,,,
51235,2.76,0,0.933642687,8/23/2020,-1,,,,,,,,,
44445,1.24,1,0.933618031,7/6/2017,0.24,,,,,,,,,
44959,1.57,1,0.933612592,8/30/2017,0.57,,,,,,,,,
53588,1.46,1,0.933605903,7/21/2021,0.46,,,,,,,,,
46076,2.37,0,0.933603959,3/9/2018,-1,,,,,,,,,
46575,1.33,1,0.933584504,5/11/2018,0.33,,,,,,,,,
55014,1.52,1,0.933516415,3/11/2022,0.52,,,,,,,,,
44288,2.33,0,0.933510126,6/22/2017,-1,,,,,,,,,
44529,4.93,0,0.933495874,7/19/2017,-1,,,,,,,,,
55571,2.74,0,0.933489658,5/18/2022,-1,,,,,,,,,
54319,3.96,0,0.933476541,11/1/2021,-1,,,,,,,,,
52197,1.27,1,0.933449586,2/12/2021,0.27,,,,,,,,,
43881,1.19,1,0.933442965,5/5/2017,0.19,,,,,,,,,
57902,1.9,1,0.933431272,2/22/2023,0.9,,,,,,,,,
57927,1.9,1,0.933431272,2/22/2023,0.9,,,,,,,,,
51078,1.22,1,0.933420133,2/18/2020,0.22,,,,,,,,,
49864,1.27,1,0.933373899,7/28/2019,0.27,,,,,,,,,
51007,1.19,1,0.933372066,2/13/2020,0.19,,,,,,,,,
51895,1.16,1,0.93330704,11/9/2020,0.16,,,,,,,,,
44394,1.01,1,0.93328896,7/4/2017,0.01,,,,,,,,,
51123,1.22,1,0.933237425,2/22/2020,0.22,,,,,,,,,
49810,1.77,1,0.933220977,7/23/2019,0.77,,,,,,,,,
56296,1.46,1,0.933200625,8/10/2022,0.46,,,,,,,,,
52473,1.23,1,0.93318495,3/16/2021,0.23,,,,,,,,,
51318,1.05,1,0.933165613,9/1/2020,0.05,,,,,,,,,
51064,3.18,0,0.93312757,2/18/2020,-1,,,,,,,,,
43468,3.28,0,0.933125704,3/10/2017,-1,,,,,,,,,
44831,1.22,1,0.933087782,8/16/2017,0.22,,,,,,,,,
56253,1.02,1,0.933073363,8/4/2022,0.02,,,,,,,,,
43283,1.56,1,0.933059791,2/20/2017,0.56,,,,,,,,,
53600,1.24,1,0.933027481,7/22/2021,0.24,,,,,,,,,
53034,1.37,1,0.933024715,5/25/2021,0.37,,,,,,,,,
49199,1.04,1,0.933011343,5/16/2019,0.04,,,,,,,,,
54265,1.13,1,0.933003102,10/25/2021,0.13,,,,,,,,,
46631,1.19,1,0.932990749,5/19/2018,0.19,,,,,,,,,
55661,1.19,1,0.932977039,5/25/2022,0.19,,,,,,,,,
44300,1.09,1,0.932959835,6/24/2017,0.09,,,,,,,,,
47586,1.18,1,0.932943008,8/28/2018,0.18,,,,,,,,,
56818,1.02,1,0.932930421,10/18/2022,0.02,,,,,,,,,
52421,2.87,0,0.932921475,3/11/2021,-1,,,,,,,,,
46130,1.16,1,0.932912588,3/12/2018,0.16,,,,,,,,,
47601,1.02,1,0.932911166,8/29/2018,0.02,,,,,,,,,
43324,1.47,1,0.932901192,2/23/2017,0.47,,,,,,,,,
42886,1.02,1,0.93288676,1/4/2017,0.02,,,,,,,,,
43304,1.06,1,0.932881318,2/21/2017,0.06,,,,,,,,,
54935,1.57,1,0.932857935,2/22/2022,0.57,,,,,,,,,
45533,1.54,1,0.93284576,1/4/2018,0.54,,,,,,,,,
50461,1.07,1,0.932837495,10/10/2019,0.07,,,,,,,,,
47920,1.49,1,0.932828259,10/17/2018,0.49,,,,,,,,,
54979,1.6,1,0.932795927,2/25/2022,0.6,,,,,,,,,
45612,1.1,1,0.932767993,1/15/2018,0.1,,,,,,,,,
53491,1.62,1,0.932765083,7/13/2021,0.62,,,,,,,,,
48837,2.4,0,0.932755877,3/23/2019,-1,,,,,,,,,
43330,1.14,1,0.932734916,2/23/2017,0.14,,,,,,,,,
55970,1.51,1,0.932693747,6/30/2022,0.51,,,,,,,,,
46573,10.67,0,0.932681442,5/11/2018,-1,,,,,,,,,
45846,5.76,0,0.932659916,2/14/2018,-1,,,,,,,,,
55438,1.53,1,0.932637143,5/2/2022,0.53,,,,,,,,,
53687,1.32,1,0.932627924,8/3/2021,0.32,,,,,,,,,
54612,1.06,1,0.932624406,1/22/2022,0.06,,,,,,,,,
43686,1.56,1,0.932561294,4/15/2017,0.56,,,,,,,,,
46437,1.09,1,0.932551495,4/28/2018,0.09,,,,,,,,,
46973,1.57,1,0.932543304,6/28/2018,0.57,,,,,,,,,
48982,4.65,0,0.932541102,4/19/2019,-1,,,,,,,,,
50400,2.6,0,0.932521853,10/3/2019,-1,,,,,,,,,
55910,1.15,1,0.932518949,6/28/2022,0.15,,,,,,,,,
52739,1.54,1,0.93251798,4/19/2021,0.54,,,,,,,,,
48963,1.09,1,0.932514379,4/17/2019,0.09,,,,,,,,,
58084,1.36,1,0.932508445,2/28/2023,0.36,,musetti,N,,,,,,
45601,1.41,1,0.932503625,1/15/2018,0.41,,,,,,,,,
55840,1.21,1,0.932476036,6/20/2022,0.21,,,,,,,,,
45063,1.34,1,0.932464909,9/21/2017,0.34,,,,,,,,,
52610,1.15,1,0.932457317,3/31/2021,0.15,,,,,,,,,
57868,1.58,1,0.932444855,2/21/2023,0.58,,,,,,,,,
57857,1.58,1,0.932444855,2/21/2023,0.58,,,,,,,,,
46697,1.2,1,0.932391572,5/27/2018,0.2,,,,,,,,,
45279,1.36,1,0.932334243,10/17/2017,0.36,,,,,,,,,
45717,1.03,1,0.932327168,1/22/2018,0.03,,,,,,,,,
55723,3.31,0,0.932302678,6/7/2022,-1,,,,,,,,,
54370,1.18,1,0.932302531,11/9/2021,0.18,,,,,,,,,
51601,1.01,1,0.932290067,10/1/2020,0.01,,,,,,,,,
56491,1.15,1,0.932278521,8/31/2022,0.15,,,,,,,,,
56562,1.51,1,0.932274526,9/20/2022,0.51,,,,,,,,,
53388,1.24,1,0.932223026,6/30/2021,0.24,,,,,,,,,
56544,4.38,0,0.932217815,9/5/2022,-1,,,,,,,,,
48840,1.03,1,0.932214354,3/23/2019,0.03,,,,,,,,,
43569,1.48,1,0.932179412,3/23/2017,0.48,,,,,,,,,
53740,1.69,1,0.932170432,8/10/2021,0.69,,,,,,,,,
46312,1.54,1,0.932169327,4/15/2018,0.54,,,,,,,,,
53835,3.52,0,0.932166753,8/23/2021,-1,,,,,,,,,
50275,1.47,1,0.932134427,9/18/2019,0.47,,,,,,,,,
53987,1.03,1,0.932126089,9/5/2021,0.03,,,,,,,,,
55211,1.27,1,0.932109906,4/6/2022,0.27,,,,,,,,,
43403,1.03,1,0.932106785,3/1/2017,0.03,,,,,,,,,
53396,1.05,1,0.932106292,6/30/2021,0.05,,,,,,,,,
52462,2.02,1,0.932101774,3/16/2021,1.02,,,,,,,,,
49947,1.19,1,0.932080318,8/2/2019,0.19,,,,,,,,,
44931,1.29,1,0.932074035,8/28/2017,0.29,,,,,,,,,
50603,2.88,0,0.932073328,10/25/2019,-1,,,,,,,,,
51758,1.22,1,0.932057019,10/22/2020,0.22,,,,,,,,,
56772,1.1,1,0.932017273,10/12/2022,0.1,,,,,,,,,
47760,4.28,0,0.932016113,10/1/2018,-1,,,,,,,,,
55299,1.11,1,0.932006964,4/18/2022,0.11,,,,,,,,,
54290,1.28,1,0.931997484,10/27/2021,0.28,,,,,,,,,
43589,1.34,1,0.931988734,3/25/2017,0.34,,,,,,,,,
46628,1.58,1,0.931949433,5/18/2018,0.58,,,,,,,,,
44739,1.2,1,0.9319353,8/4/2017,0.2,,,,,,,,,
53558,1.59,1,0.931894152,7/20/2021,0.59,,,,,,,,,
56846,1.49,1,0.931884173,10/20/2022,0.49,,,,,,,,,
51388,1.2,1,0.931866421,9/6/2020,0.2,,,,,,,,,
44941,1.25,1,0.931836026,8/30/2017,0.25,,,,,,,,,
55296,1.76,1,0.931835006,4/18/2022,0.76,,,,,,,,,
55479,2.26,0,0.931793049,5/8/2022,-1,,,,,,,,,
55969,9.98,0,0.931789342,6/30/2022,-1,,,,,,,,,
52312,1.68,1,0.931776416,3/1/2021,0.68,,,,,,,,,
48579,1.18,1,0.931774689,2/22/2019,0.18,,,,,,,,,
56467,1.18,1,0.931763405,8/30/2022,0.18,,,,,,,,,
54074,2.71,0,0.931719072,9/29/2021,-1,,,,,,,,,
47245,1.24,1,0.931714284,7/26/2018,0.24,,,,,,,,,
47913,1.26,1,0.931711124,10/17/2018,0.26,,,,,,,,,
56694,2.94,0,0.931708333,10/3/2022,-1,,,,,,,,,
50582,1.15,1,0.931697844,10/23/2019,0.15,,,,,,,,,
54888,6.45,0,0.931691626,2/18/2022,-1,,,,,,,,,
53283,1.23,1,0.931687455,6/20/2021,0.23,,,,,,,,,
52108,1.05,1,0.93168591,2/8/2021,0.05,,,,,,,,,
46657,1.47,1,0.931681524,5/22/2018,0.47,,,,,,,,,
55753,1.21,1,0.93166372,6/9/2022,0.21,,,,,,,,,
44794,5.32,0,0.931634229,8/10/2017,-1,,,,,,,,,
52993,1.59,1,0.931630323,5/19/2021,0.59,,,,,,,,,
53771,1.53,1,0.931600419,8/14/2021,0.53,,,,,,,,,
43488,1.67,1,0.931599758,3/11/2017,0.67,,,,,,,,,
55452,1.49,1,0.931574213,5/4/2022,0.49,,,,,,,,,
52110,1.15,1,0.931527436,2/8/2021,0.15,,,,,,,,,
57693,1.49,1,0.931525415,2/14/2023,0.49,,,,,,,,,
57711,1.49,1,0.931525415,2/14/2023,0.49,,,,,,,,,
54716,1.65,1,0.93151111,2/7/2022,0.65,,,,,,,,,
52459,3.29,0,0.93150322,3/15/2021,-1,,,,,,,,,
52819,2.55,0,0.931472843,4/27/2021,-1,,,,,,,,,
46583,1.52,1,0.931464995,5/13/2018,0.52,,,,,,,,,
53303,1.09,1,0.93145259,6/22/2021,0.09,,,,,,,,,
45029,5.26,0,0.931422288,9/7/2017,-1,,,,,,,,,
43405,19.17,0,0.931417449,3/1/2017,-1,,,,,,,,,
48100,2.8,0,0.931405958,1/1/2019,-1,,,,,,,,,
50918,2.98,0,0.931397227,2/5/2020,-1,,,,,,,,,
56428,2.69,0,0.931372431,8/27/2022,-1,,,,,,,,,
47640,1.31,1,0.931348939,9/3/2018,0.31,,,,,,,,,
