match,PSW,win0,confidence0,date,winner,return,,,
55669,1.09,1,0.889498864,5/25/2022,Norrie C.,,,,
51088,1.27,1,0.889481845,2/19/2020,Auger-Aliassime F.,,,,
32880,1.29,1,0.889421772,2/15/2013,Haas T.,,,,
46184,2.19,0,0.889361208,3/22/2018,Garcia-Lopez G.,,,,
50369,2.01,0,0.889357094,10/1/2019,Simon G.,,,,
41840,1.39,1,0.889327899,7/2/2016,Mahut N.,,,,
34943,2.94,0,0.889300934,10/24/2013,Chardy J.,,,,
33697,7.04,0,0.889296665,5/27/2013,Gimeno-Traver D.,,,,
35262,1.17,1,0.889287086,1/18/2014,Nishikori K.,,,,
57027,2.52,0,0.889283514,11/17/2022,Fritz T.,,,,
38008,1.4,1,0.889254725,2/12/2015,Johnson S.,,,,
57373,1.68,1,0.889245486,2/14/2023,Hurkacz H.,,,,
34859,1.25,1,0.889229005,10/16/2013,Istomin D.,,,,
44244,1.21,1,0.889168595,6/19/2017,Kohlschreiber P.,,,,
42020,1.24,1,0.889117798,7/20/2016,Querrey S.,,,,
40715,1.34,1,0.889091053,2/18/2016,Kuznetsov An.,,,,
44108,1.17,1,0.889076455,5/30/2017,Chardy J.,,,,
38494,2.55,0,0.889035225,4/16/2015,Cilic M.,,,,
44396,2.8,0,0.888957847,7/4/2017,Ofner S.,,,,
35956,3.44,0,0.888947189,4/23/2014,Stakhovsky S.,,,,
34707,1.72,1,0.888932224,9/20/2013,Mahut N.,,,,
49954,1.53,1,0.888906301,8/2/2019,Schwartzman D.,,,,
56842,3.94,0,0.888848837,10/18/2022,Lehecka J.,,,,
39682,1.31,1,0.888823127,8/31/2015,Klizan M.,,,,
35818,3.99,0,0.888820975,4/8/2014,Russell M.,,,,
53738,1.72,1,0.888812538,8/10/2021,Ruud C.,,,,
43183,2.75,0,0.888774076,2/11/2017,Estrella Burgos V.,,,,
46873,1.19,1,0.888701004,6/18/2018,Nishikori K.,,,,
50509,1.29,1,0.888686633,10/16/2019,Khachanov K.,,,,
38194,1.14,1,0.888636988,2/27/2015,Djokovic N.,,,,
30162,3.45,0,0.888620447,2/3/2012,Kohlschreiber P.,,,,
48257,1.25,1,0.888615309,1/15/2019,Wawrinka S.,,,,
54727,1.2,1,0.888588646,2/8/2022,Rublev A.,,,,
50724,3.19,0,0.888578206,1/15/2020,Lopez F.,,,,
43408,1.07,1,0.888565654,3/1/2017,Djokovic N.,,,,
47040,1.31,1,0.888535618,7/3/2018,Fritz T.,,,,
37800,1.51,1,0.888521642,1/20/2015,Haider-Maurer A.,,,,
55240,1.81,1,0.888499587,4/9/2022,Isner J.,,,,
39275,2.73,0,0.888496952,7/20/2015,Lindell C.,,,,
44630,1.37,1,0.888491942,7/28/2017,Sock J.,,,,
32908,1.35,1,0.888478809,2/18/2013,Delbonis F.,,,,
41576,1.11,1,0.88845334,6/3/2016,Djokovic N.,,,,
31041,1.19,1,0.888437278,5/27/2012,Ferrero J.C.,,,,
49507,1.69,1,0.888433357,6/21/2019,Berrettini M.,,,,
41807,4.46,0,0.888400791,6/30/2016,Ramos-Vinolas A.,,,,
40251,2.25,0,0.888333499,1/5/2016,Andujar P.,,,,
55557,1.49,1,0.888295763,5/17/2022,De Minaur A.,,,,
54971,1.46,1,0.888242957,2/24/2022,Norrie C.,,,,
48227,1.27,1,0.888203908,1/14/2019,Cilic M.,,,,
43972,1.14,1,0.888000413,5/16/2017,Cilic M.,,,,
36398,1.29,1,0.88797624,6/12/2014,Dimitrov G.,,,,
43149,4.54,0,0.887869853,2/8/2017,Brown D.,,,,
52873,4.06,0,0.887852004,5/4/2021,Paire B.,,,,
32079,2.4,0,0.887804914,9/28/2012,Simon G.,,,,
46631,1.19,1,0.88778803,5/19/2018,Nadal R.,,,,
42446,1.52,1,0.887782522,9/22/2016,Sousa J.,,,,
40736,5.65,0,0.887752418,2/20/2016,Pella G.,,,,
33302,1.24,1,0.88771819,4/11/2013,Almagro N.,,,,
37643,1.14,1,0.887716731,1/7/2015,Nishikori K.,,,,
51571,2.61,0,0.887707508,9/29/2020,Berankis R.,,,,
55051,1.36,1,0.887625879,3/13/2022,Isner J.,,,,
55693,2.37,0,0.887579191,5/27/2022,Zapata Miralles B.,,,,
53069,1.62,1,0.887556626,5/29/2021,Korda S.,,,,
39111,1.59,1,0.88750567,6/25/2015,Dolgopolov O.,,,,
50314,1.52,1,0.887472508,9/24/2019,De Minaur A.,,,,
49559,1.38,1,0.887459558,6/27/2019,Thompson J.,,,,
42653,1.53,1,0.887440021,10/18/2016,Fognini F.,,,,
46509,1.28,1,0.887389437,5/4/2018,Zverev A.,,,,
45091,1.15,1,0.887322197,9/25/2017,Sugita Y.,,,,
47369,1.17,1,0.887304067,8/5/2018,Zverev A.,,,,
33021,1.28,1,0.887300241,2/26/2013,Querrey S.,,,,
48852,1.32,1,0.887299502,3/25/2019,Medvedev D.,,,,
45179,1.07,1,0.887295099,10/4/2017,Cilic M.,,,,
44998,4.34,0,0.887264829,8/31/2017,Dolgopolov O.,,,,
31903,1.31,1,0.887253811,8/29/2012,Hewitt L.,,,,
49584,2.27,0,0.887251353,7/1/2019,Granollers M.,,,,
32900,1.52,1,0.887188596,2/17/2013,Nadal R.,,,,
54107,1.43,1,0.887164806,10/2/2021,Monfils G.,,,,
51796,1.01,1,0.887162846,10/27/2020,Thiem D.,,,,
52769,1.24,1,0.887162748,4/21/2021,Tsitsipas S.,,,,
30922,1.33,1,0.887056541,5/9/2012,Simon G.,,,,
52199,1.13,1,0.887023935,2/12/2021,Raonic M.,,,,
32504,1.03,1,0.88701603,1/1/2013,Safwat M.,,,,
38452,3.39,0,0.886950138,4/12/2015,Mayer F.,,,,
39714,4.65,0,0.886831801,9/1/2015,Groth S.,,,,
56253,2.93,0,0.886818685,8/4/2022,Nishioka Y.,,,,
57677,1.39,1,0.886784763,3/12/2023,Alcaraz C.,0.39,7.8,,
55183,3.82,0,0.886746612,3/31/2022,Hurkacz H.,,,,
52157,2.99,0,0.886743807,2/9/2021,Popyrin A.,,,,
40027,1.49,1,0.886718304,10/19/2015,Karlovic I.,,,,
45334,1.26,1,0.886716387,10/21/2017,Dimitrov G.,,,,
31602,1.5,1,0.886711232,7/20/2012,Dimitrov G.,,,,
56811,1.52,1,0.886577387,10/14/2022,Musetti L.,,,,
37793,1.09,1,0.886552907,1/20/2015,Nishikori K.,,,,
39952,1.09,1,0.886543598,10/9/2015,Djokovic N.,,,,
34951,1.46,1,0.886523928,10/25/2013,Almagro N.,,,,
48420,1.55,1,0.886511892,2/10/2019,Tsonga J.W.,,,,
46178,2.27,0,0.886482785,3/22/2018,Copil M.,,,,
41977,1.62,1,0.886465833,7/19/2016,Millman J.,,,,
42152,1.07,1,0.886348548,8/4/2016,Isner J.,,,,
40179,3.33,0,0.8863436,11/3/2015,Troicki V.,,,,
37662,1.25,1,0.886290095,1/8/2015,Raonic M.,,,,
54804,1.34,1,0.886248209,2/14/2022,Ivashka I.,,,,
56458,1.11,1,0.886233633,8/29/2022,Korda S.,,,,
38991,2.84,0,0.886193615,6/11/2015,Marchenko I.,,,,
48189,2.76,0,0.886178332,1/9/2019,Carreno Busta P.,,,,
52503,2.55,0,0.886172833,3/18/2021,Karatsev A.,,,,
55750,1.4,1,0.886138189,6/9/2022,Khachanov K.,,,,
30167,1.3,1,0.886100235,2/4/2012,Berdych T.,,,,
31121,1.07,1,0.886014548,5/31/2012,Raonic M.,,,,
36288,1.07,1,0.885983206,5/28/2014,Gulbis E.,,,,
51031,1.25,1,0.885963291,2/14/2020,Schwartzman D.,,,,
45464,2.24,0,0.885945415,12/31/2017,Dolgopolov O.,,,,
30735,1.31,1,0.885921324,4/21/2012,Djokovic N.,,,,
33797,1.11,1,0.885915871,6/10/2013,Youzhny M.,,,,
55513,1.3,1,0.88584788,5/10/2022,Dimitrov G.,,,,
48562,2.33,0,0.885749695,2/21/2019,Stakhovsky S.,,,,
57819,1.16,1,0.885727468,3/25/2023,Shapovalov D.,0.16,3.2,,
54002,3.14,0,0.885691122,9/12/2021,Medvedev D.,,,,
36298,1.15,1,0.885672693,5/29/2014,Lajovic D.,,,,
49152,1.15,1,0.885660776,5/8/2019,Nishikori K.,,,,
41787,1.17,1,0.885652416,6/28/2016,Kyrgios N.,,,,
34811,3.32,0,0.885607267,10/10/2013,Almagro N.,,,,
55764,2.46,0,0.885604732,6/10/2022,Murray A.,,,,
39961,1.08,1,0.885603514,10/10/2015,Djokovic N.,,,,
31490,2.18,0,0.885587808,7/11/2012,Hajek J.,,,,
33796,4.17,0,0.885546236,6/10/2013,Hernych J.,,,,
39471,1.36,1,0.885527373,8/5/2015,Kohlschreiber P.,,,,
40073,5.12,0,0.885498898,10/22/2015,Rosol L.,,,,
42994,1.07,1,0.885443289,1/16/2017,Wawrinka S.,,,,
56956,1.28,1,0.885431219,10/28/2022,Auger-Aliassime F.,,,,
30645,1.22,1,0.885402596,4/10/2012,Ramos A.,,,,
42781,1.16,1,0.885389154,10/30/2016,Murray A.,,,,
54592,3.7,0,0.885368777,1/20/2022,Daniel T.,,,,
56146,1.15,1,0.885261656,7/26/2022,Thiem D.,,,,
37039,1.74,1,0.885214739,8/18/2014,Harrison R.,,,,
53508,1.11,1,0.885195706,7/14/2021,Tsitsipas S.,,,,
54188,3.13,0,0.885158875,10/13/2021,Fritz T.,,,,
56875,1.19,1,0.885066859,10/20/2022,Berrettini M.,,,,
43938,1.18,1,0.884983542,5/10/2017,Kyrgios N.,,,,
41860,1.24,1,0.884949858,7/5/2016,Berdych T.,,,,
51581,1.34,1,0.884929782,9/30/2020,Cecchinato M.,,,,
44538,3.43,0,0.884843038,7/20/2017,Gojowczyk P.,,,,
32233,1.13,1,0.884808008,10/9/2012,Wawrinka S.,,,,
32453,2.07,1,0.884801376,11/2/2012,Llodra M.,,,,
49619,1.18,1,0.884724966,7/2/2019,Kukushkin M.,,,,
52586,1.11,1,0.884724214,3/28/2021,Medvedev D.,,,,
44432,1.21,1,0.884713906,7/5/2017,Querrey S.,,,,
35356,1.13,1,0.88470731,2/8/2014,Cilic M.,,,,
56940,1.31,1,0.884666343,10/27/2022,Medvedev D.,,,,
42281,4.96,0,0.884661717,8/25/2016,Millman J.,,,,
55251,1.4,1,0.884659159,4/11/2022,Sinner J.,,,,
35067,6.55,0,0.884607057,1/1/2014,Mayer F.,,,,
46306,1.38,1,0.884575662,4/14/2018,Gasquet R.,,,,
56009,6.43,0,0.884537474,7/4/2022,Garin C.,,,,
48528,2.74,0,0.884471709,2/19/2019,Auger-Aliassime F.,,,,
32221,1.2,1,0.884452701,10/8/2012,Cilic M.,,,,
33853,1.1,1,0.884441909,6/13/2013,Tsonga J.W.,,,,
45556,1.23,1,0.884432661,1/8/2018,Ferrer D.,,,,
34775,2.7,0,0.884408761,10/7/2013,Granollers M.,,,,
37190,1.57,1,0.88438602,9/2/2014,Cilic M.,,,,
29899,5.14,0,0.884372791,1/6/2012,Soeda G.,,,,
48039,1.87,0,0.884368178,10/31/2018,Coric B.,,,,
49018,1.4,1,0.88435016,4/24/2019,Cuevas P.,,,,
34164,2.26,0,0.884322163,7/16/2013,Estrella Burgos V.,,,,
34097,1.36,1,0.884319013,7/9/2013,Davydenko N.,,,,
31082,1.38,1,0.8843182,5/29/2012,Haas T.,,,,
42352,1.17,1,0.884289657,8/31/2016,Bautista Agut R.,,,,
41038,3.39,0,0.884278484,4/5/2016,Lacko L.,,,,
54954,1.26,1,0.88417891,2/23/2022,Shapovalov D.,,,,
35816,1.34,1,0.884129543,4/8/2014,Querrey S.,,,,
50659,1.16,1,0.884031553,11/3/2019,Djokovic N.,,,,
51732,2.34,0,0.883992722,10/19/2020,Lopez F.,,,,
54360,1.01,1,0.883982065,11/7/2021,Paul T.,,,,
35066,1.4,1,0.883979431,1/1/2014,Roger-Vasselin E.,,,,
54308,4.34,0,0.883943986,10/29/2021,Van De Zandschulp B.,,,,
40670,1.64,1,0.883932539,2/16/2016,Zverev A.,,,,
54079,1.26,1,0.883931733,9/29/2021,Harris L.,,,,
44946,1.33,1,0.883920596,8/30/2017,Verdasco F.,,,,
37291,1.31,1,0.883875188,9/29/2014,Johnson S.,,,,
53583,1.46,1,0.883775155,7/21/2021,Gasquet R.,,,,
53043,3.53,0,0.883684904,5/25/2021,Coria F.,,,,
51757,1.18,1,0.883655937,10/21/2020,Struff J.L.,,,,
46441,3,0,0.883591699,4/29/2018,Millman J.,,,,
31347,1.55,1,0.883583989,6/26/2012,Paire B.,,,,
38200,1.4,1,0.883583498,2/27/2015,Ferrer D.,,,,
31532,1.24,1,0.883542585,7/15/2012,Ferrer D.,,,,
44442,1.61,1,0.883532403,7/6/2017,Donaldson J.,,,,
56919,1.45,1,0.883509626,10/25/2022,Evans D.,,,,
57120,1.5,1,0.883494213,1/11/2023,Davidovich Fokina A.,,,,
50022,1.65,1,0.883481715,8/12/2019,Carreno Busta P.,,,,
33933,1.25,1,0.883478256,6/24/2013,Monaco J.,,,,
48780,2.34,0,0.883454107,3/20/2019,Carballes Baena R.,,,,
53702,1.65,1,0.883446771,8/4/2021,Ivashka I.,,,,
38287,1.16,1,0.883429603,3/17/2015,Berdych T.,,,,
45577,2.12,0,0.883376,1/10/2018,Paire B.,,,,
37663,2.05,0,0.883312735,1/8/2015,Seppi A.,,,,
56719,1.44,1,0.883268656,10/4/2022,Majchrzak K.,,,,
39161,1.25,1,0.88325015,6/30/2015,Simon G.,,,,
55355,1.11,1,0.883153926,4/21/2022,Tsitsipas S.,,,,
52870,1.12,1,0.883079462,5/4/2021,Thiem D.,,,,
37554,2.86,0,0.883079252,10/28/2014,Verdasco F.,,,,
52819,1.37,1,0.883076137,4/27/2021,Struff J.L.,,,,
37310,1.03,1,0.883063063,9/30/2014,Djokovic N.,,,,
36210,1.26,1,0.883055429,5/24/2014,Kohlschreiber P.,,,,
33614,1.41,1,0.883031338,5/19/2013,Roger-Vasselin E.,,,,
51025,1.34,1,0.883005261,2/14/2020,Schwartzman D.,,,,
32066,3.89,0,0.882969381,9/27/2012,Falla A.,,,,
55461,1.49,1,0.882959883,5/4/2022,Sinner J.,,,,
45367,1.2,1,0.882950802,10/25/2017,Zverev A.,,,,
42761,1.38,1,0.882933311,10/27/2016,Ferrer D.,,,,
50466,8.31,0,0.882904328,10/11/2019,Tsitsipas S.,,,,
45164,1.12,1,0.88284934,10/3/2017,Nadal R.,,,,
47993,2.67,0,0.882807806,10/25/2018,Verdasco F.,,,,
36002,2.16,0,0.882748133,4/29/2014,Mayer L.,,,,
52891,1.7,1,0.882697676,5/5/2021,Karatsev A.,,,,
47449,1.46,1,0.882677083,8/15/2018,Dimitrov G.,,,,
34911,4.21,0,0.88267544,10/22/2013,Przysiezny M.,,,,
57419,6.61,0,0.882671768,2/17/2023,Albot R.,,,,
31132,1.05,1,0.88265326,6/1/2012,Berdych T.,,,,
41688,5.21,0,0.882650522,6/18/2016,Zverev A.,,,,
32484,1.28,1,0.882595437,12/31/2012,Haase R.,,,,
54588,1.12,1,0.882547188,1/19/2022,Alcaraz C.,,,,
54661,1.26,1,0.882545557,2/1/2022,Ramos-Vinolas A.,,,,
51183,1.4,1,0.882509309,2/26/2020,Rublev A.,,,,
40953,3.17,0,0.882508698,3/24/2016,Istomin D.,,,,
46808,1.54,1,0.8824826,6/7/2018,Del Potro J.M.,,,,
53343,1.67,1,0.882453479,6/28/2021,Khachanov K.,,,,
41933,2.78,0,0.882445471,7/15/2016,Robert S.,,,,
50806,2.19,0,0.882396287,1/21/2020,Fognini F.,,,,
47901,1.61,1,0.882394801,10/16/2018,Tsonga J.W.,,,,
48119,4.87,0,0.882390967,1/2/2019,Uchiyama Y.,,,,
54266,1.2,1,0.882372778,10/25/2021,Bublik A.,,,,
56155,1.13,1,0.882367045,7/26/2022,Brooksby J.,,,,
39971,1.25,1,0.882309514,10/12/2015,Isner J.,,,,
35513,1.6,1,0.88226018,2/20/2014,Mahut N.,,,,
29908,1.22,1,0.882250643,1/7/2012,Murray A.,,,,
49665,1.19,1,0.88222678,7/4/2019,Querrey S.,,,,
54563,1.66,1,0.882203083,1/18/2022,Gombos N.,,,,
53225,1.38,1,0.882172646,6/14/2021,Lopez F.,,,,
34098,1.28,1,0.882142944,7/9/2013,Monfils G.,,,,
47959,1.11,1,0.8821334,10/22/2018,Coric B.,,,,
55386,1.58,1,0.882102143,4/26/2022,Ivashka I.,,,,
49891,2.54,0,0.882084405,7/30/2019,Nishioka Y.,,,,
47497,3.64,0,0.882053151,8/21/2018,Munar J.,,,,
57090,1.16,1,0.882038987,1/8/2023,Djokovic N.,,,,
34495,3.34,0,0.881990839,8/19/2013,Rufin G.,,,,
57640,2.49,0,0.881983404,3/10/2023,Humbert U.,-1,-20,,
51987,1.6,1,0.881975374,1/12/2021,De Minaur A.,,,,
48944,1.4,1,0.881935913,4/15/2019,Kohlschreiber P.,,,,
48704,2.52,0,0.881918561,3/8/2019,Mayer L.,,,,
49169,1.4,1,0.881850652,5/12/2019,Berrettini M.,,,,
32744,1.25,1,0.881821396,2/5/2013,Paire B.,,,,
41255,1.78,1,0.881813476,4/28/2016,Kovalik J.,,,,
54257,1.75,1,0.881809574,10/24/2021,Karatsev A.,,,,
39047,1.09,1,0.881786024,6/18/2015,Murray A.,,,,
57586,1.12,1,0.881784687,3/2/2023,Djokovic N.,0.12,2.4,,
35974,1.2,1,0.881743797,4/24/2014,Nishikori K.,,,,
49948,1.57,1,0.881598822,8/2/2019,Medvedev D.,,,,
47031,1.11,1,0.881529792,7/3/2018,Del Potro J.M.,,,,
57524,1.2,1,0.881497341,2/27/2023,Rublev A.,,,,
47190,1.28,1,0.88148667,7/23/2018,Schwartzman D.,,,,
49486,1.64,1,0.881433206,6/19/2019,Chardy J.,,,,
48071,1.49,1,0.881415513,11/14/2018,Cilic M.,,,,
45985,1.41,1,0.881374607,2/26/2018,Mayer L.,,,,
55190,2.32,0,0.881359883,4/5/2022,Musetti L.,,,,
47564,1.57,1,0.881311332,8/28/2018,Tiafoe F.,,,,
42315,1.54,1,0.881284572,8/29/2016,Seppi A.,,,,
32451,2.75,0,0.881171976,11/2/2012,Janowicz J.,,,,
39610,1.76,1,0.881168965,8/20/2015,Gasquet R.,,,,
31421,1.43,1,0.8811482,7/6/2012,Murray A.,,,,
50394,2.62,0,0.881130717,10/3/2019,Chung H.,,,,
51803,2.45,0,0.881129132,10/28/2020,Pospisil V.,,,,
51882,1.12,1,0.881118946,11/5/2020,Raonic M.,,,,
47304,3.39,0,0.881094552,8/1/2018,Millot V.,,,,
47633,1.62,1,0.881080592,9/1/2018,Coric B.,,,,
45237,3.36,0,0.881075766,10/11/2017,Simon G.,,,,
57344,3.88,0,0.881052808,2/11/2023,Wu Y.,,,,
56762,1.37,1,0.881050082,10/8/2022,Tiafoe F.,,,,
46383,2.5,0,0.880986445,4/24/2018,Bublik A.,,,,
45824,1.43,1,0.880969413,2/13/2018,Harrison R.,,,,
48738,1.33,1,0.880948488,3/10/2019,Edmund K.,,,,
43578,2.79,0,0.880935466,3/24/2017,Delbonis F.,,,,
44068,1.16,1,0.880916897,5/28/2017,Haase R.,,,,
37521,2.4,0,0.880875947,10/23/2014,Becker B.,,,,
55108,1.19,1,0.880758914,3/24/2022,Murray A.,,,,
45394,2.46,0,0.880741872,10/27/2017,Tsonga J.W.,,,,
37613,1.65,1,0.880646397,1/5/2015,Tomic B.,,,,
30342,1.51,1,0.880627339,2/25/2012,Almagro N.,,,,
40146,1.25,1,0.880590289,10/29/2015,Karlovic I.,,,,
56216,3.5,0,0.880589067,8/1/2022,Ymer M.,,,,
35289,1.46,1,0.880572908,2/4/2014,Lajovic D.,,,,
53499,1.49,1,0.880567498,7/13/2021,Rune H.,,,,
52985,1.5,1,0.880565974,5/18/2021,Fognini F.,,,,
50497,1.28,1,0.880554504,10/15/2019,Simon G.,,,,
46973,1.57,1,0.880552543,6/28/2018,Vesely J.,,,,
33199,3.97,0,0.880512875,3/21/2013,Gimeno-Traver D.,,,,
32836,1.31,1,0.880457055,2/12/2013,Levine J.,,,,
55491,1.6,1,0.880453348,5/9/2022,Fognini F.,,,,
44519,1.24,1,0.880452159,7/18/2017,Verdasco F.,,,,
44939,1.88,0,0.880446999,8/30/2017,Brown D.,,,,
48103,1.03,1,0.880437373,1/1/2019,Djokovic N.,,,,
43975,1.48,1,0.880338159,5/16/2017,Goffin D.,,,,
47095,1.5,1,0.880292697,7/9/2018,Isner J.,,,,
48002,1.36,1,0.880287604,10/25/2018,Bautista Agut R.,,,,
42344,1.11,1,0.88024775,8/30/2016,Chardy J.,,,,
34954,1.51,1,0.880194169,10/25/2013,Youzhny M.,,,,
30235,1.14,1,0.880170021,2/17/2012,Berdych T.,,,,
47391,1.49,1,0.880142416,8/7/2018,Raonic M.,,,,
46874,1.59,1,0.88006115,6/18/2018,Kudla D.,,,,
54738,1.61,1,0.88004707,2/8/2022,Giron M.,,,,
35285,1.46,1,0.879985032,2/3/2014,Mayer L.,,,,
50229,1.09,1,0.879895638,8/31/2019,Djokovic N.,,,,
53182,1.75,1,0.879878554,6/6/2021,Davidovich Fokina A.,,,,
44906,2.89,0,0.879870441,8/28/2017,Lorenzi P.,,,,
47467,1.5,1,0.879853785,8/17/2018,Del Potro J.M.,,,,
37243,1.11,1,0.87983533,9/23/2014,Soeda G.,,,,
57599,1.28,1,0.879799238,3/3/2023,De Minaur A.,0.28,5.6,,
54048,1.49,1,0.879752011,9/24/2021,Monfils G.,,,,
54348,1.21,1,0.879750327,11/4/2021,Medvedev D.,,,,
53346,5.65,0,0.879663005,6/28/2021,Tiafoe F.,,,,
34832,1.44,1,0.879658391,10/15/2013,Bemelmans R.,,,,
38960,2.16,0,0.879632232,6/9/2015,Groth S.,,,,
29966,2.24,0,0.879540237,1/15/2012,Nieminen J.,,,,
47090,1.12,1,0.87953661,7/7/2018,Del Potro J.M.,,,,
51759,2.44,0,0.879534544,10/22/2020,Nishioka Y.,,,,
36801,1.42,1,0.879533253,7/23/2014,Andujar P.,,,,
46409,1.08,1,0.879527824,4/25/2018,Thiem D.,,,,
54280,1.56,1,0.879451846,10/26/2021,Paul T.,,,,
41741,1.33,1,0.879446259,6/27/2016,Seppi A.,,,,
54421,1.58,1,0.879439147,1/5/2022,Popyrin A.,,,,
35093,1.32,1,0.879355034,1/3/2014,Monfils G.,,,,
29835,2.71,0,0.879341107,1/2/2012,Ramos A.,,,,
32817,1.26,1,0.879326477,2/10/2013,Gasquet R.,,,,
33703,3.05,0,0.879177419,5/27/2013,Zemlja G.,,,,
57478,3.41,0,0.87909077,2/22/2023,Muller A.,,,,
50779,1.26,1,0.879064007,1/21/2020,Fritz T.,,,,
32843,1.45,1,0.879051556,2/13/2013,Istomin D.,,,,
32546,1.43,1,0.879047213,1/4/2013,Dimitrov G.,,,,
50801,1.41,1,0.879001898,1/21/2020,Schwartzman D.,,,,
42749,1.11,1,0.878994365,10/26/2016,Del Potro J.M.,,,,
57003,1.19,1,0.878989252,11/3/2022,Tsitsipas S.,,,,
43455,2.7,0,0.878980196,3/9/2017,Lorenzi P.,,,,
50697,1.35,1,0.878942671,1/10/2020,Wawrinka S.,,,,
32487,3.01,0,0.878927811,1/1/2013,Bachinger M.,,,,
49989,1.17,1,0.878895137,8/6/2019,Monfils G.,,,,
43495,1.21,1,0.878846286,3/12/2017,Del Potro J.M.,,,,
36379,4.25,0,0.878845623,6/11/2014,De Schepper K.,,,,
33573,1.42,1,0.878777926,5/13/2013,Kuznetsov An.,,,,
55544,1.11,1,0.878772517,5/15/2022,Cerundolo F.,,,,
52860,1.26,1,0.878736455,5/3/2021,Alcaraz C.,,,,
50788,4.07,0,0.878714801,1/21/2020,Karlovic I.,,,,
32588,2.29,0,0.878710664,1/9/2013,Harrison R.,,,,
39435,1.21,1,0.878701054,8/2/2015,Nadal R.,,,,
35360,1.21,1,0.878697917,2/8/2014,Monfils G.,,,,
50660,1.11,1,0.878697188,11/10/2019,Djokovic N. ,,,,
54467,1.73,1,0.878643102,1/11/2022,Kecmanovic M.,,,,
56746,1.25,1,0.878600957,10/6/2022,Medvedev D.,,,,
53014,1.15,1,0.878494625,5/22/2021,Tsitsipas S.,,,,
46831,1.16,1,0.878480828,6/13/2018,Federer R.,,,,
52882,1.07,1,0.878406375,5/4/2021,Sinner J.,,,,
35101,2.4,0,0.878400987,1/3/2014,Granollers M.,,,,
41270,2.54,0,0.878364491,4/29/2016,Zverev A.,,,,
37431,2.01,0,0.878331984,10/15/2014,Kamke T.,,,,
36223,1.47,1,0.878266296,5/25/2014,Youzhny M.,,,,
53065,1.78,0,0.878257097,5/28/2021,Cecchinato M.,,,,
33515,1.33,1,0.878200653,5/6/2013,Raonic M.,,,,
56223,3.39,0,0.878123179,8/2/2022,Nishioka Y.,,,,
30193,1.57,1,0.878075134,2/14/2012,Kohlschreiber P.,,,,
50975,1.33,1,0.878070445,2/11/2020,Edmund K.,,,,
36026,1.65,1,0.878067883,5/1/2014,Mayer L.,,,,
34393,1.5,1,0.87805567,8/6/2013,Nishikori K.,,,,
54136,1.26,1,0.878025193,10/9/2021,Schwartzman D.,,,,
42952,1.09,1,0.877940274,1/10/2017,Chardy J.,,,,
36660,1.26,1,0.877896613,7/10/2014,Kohlschreiber P.,,,,
54392,1.22,1,0.877889723,11/17/2021,Djokovic N.,,,,
36270,1.41,1,0.877856877,5/27/2014,Istomin D.,,,,
49028,1.63,1,0.877829332,4/24/2019,Ferrer D.,,,,
54936,1.25,1,0.877786321,2/22/2022,Zverev A.,,,,
45581,2.96,0,0.87771513,1/10/2018,Vesely J.,,,,
44684,2.67,0,0.877623681,8/2/2017,Pella G.,,,,
46526,1.51,1,0.877557271,5/7/2018,Monfils G.,,,,
46981,1.43,1,0.877557116,7/2/2018,Millman J.,,,,
41143,3.13,0,0.877546029,4/18/2016,Jaziri M.,,,,
44282,4.69,0,0.877534788,6/21/2017,Haase R.,,,,
37573,2.64,0,0.877493186,10/30/2014,Anderson K.,,,,
48219,1.33,1,0.87748394,1/14/2019,Thompson J.,,,,
56112,1.3,1,0.877455267,7/21/2022,Berrettini M.,,,,
49161,1.34,1,0.877437075,5/9/2019,Federer R.,,,,
40741,1.68,1,0.877410573,2/21/2016,Kyrgios N.,,,,
32394,2.59,0,0.877366592,10/25/2012,Granollers M.,,,,
45239,1.18,1,0.877351475,10/11/2017,Zverev A.,,,,
42580,2.28,0,0.877343012,10/8/2016,Kyrgios N.,,,,
57413,1.23,1,0.877261632,2/16/2023,Auger-Aliassime F.,,,,
31509,1.7,1,0.877210101,7/13/2012,Dimitrov G.,,,,
41120,4.76,0,0.877164992,4/14/2016,Granollers M.,,,,
34831,1.14,1,0.877156353,10/14/2013,Stepanek R.,,,,
51182,1.63,1,0.877152969,2/26/2020,Evans D.,,,,
32595,1.1,1,0.87714573,1/9/2013,Ferrer D.,,,,
43820,1.24,1,0.877125192,5/1/2017,Dutra Silva R.,,,,
47685,1.67,1,0.877051416,9/20/2018,Basilashvili N.,,,,
50525,1.32,1,0.87704618,10/17/2019,Cilic M.,,,,
35885,1.34,1,0.877006049,4/15/2014,Dimitrov G.,,,,
38497,4.74,0,0.876978717,4/16/2015,Monfils G.,,,,
30955,1.21,1,0.876920196,5/13/2012,Seppi A.,,,,
36146,1.22,1,0.87687247,5/15/2014,Murray A.,,,,
35795,1.2,1,0.876871985,3/24/2014,Wawrinka S.,,,,
53778,1.55,1,0.876853312,8/16/2021,Auger-Aliassime F.,,,,
40035,1.48,1,0.876773215,10/20/2015,Mayer L.,,,,
53607,1.2,1,0.876756125,7/23/2021,Ruud C.,,,,
37803,1.36,1,0.876740883,1/20/2015,Young D.,,,,
44329,1.17,1,0.876699612,6/28/2017,Gasquet R.,,,,
