match,PSW,win0,confidence0,date,winner,,,,,,,
31054,2.52,1,1.523648669,5/28/2012,Troicki V.,,,,,,,
49850,1.8,0,1.523077401,7/26/2019,Ramos-Vinolas A.,,,,,,,
45976,2.59,1,1.522671852,2/25/2018,Tiafoe F.,,,,,,,
48110,1.69,0,1.5225981,1/1/2019,Fucsovics M.,,,,,,,
41955,1.78,0,1.522057148,7/18/2016,Munoz De La Nava D.,,,,,,,
48908,1.65,0,1.520487384,4/10/2019,Simon G.,,,,,,,
51571,2.03,0,1.519822033,9/29/2020,Harris L.,,,,,,,
38754,1.51,0,1.519185773,5/13/2015,Isner J.,,,,,,,
36020,1.56,0,1.519036835,4/30/2014,Klizan M.,,,,,,,
55280,2.46,1,1.518944446,4/13/2022,Fritz T.,,,,,,,
35026,1.58,0,1.518925329,11/11/2013,Djokovic N.,,,,,,,
31323,1.59,0,1.517804831,6/25/2012,Tipsarevic J.,,,,,,,
56144,2.34,1,1.517631905,7/25/2022,Coria F.,,,,,,,
44090,1.75,0,1.517037805,5/29/2017,Bolelli S.,,,,,,,
55004,2.36,1,1.516931731,3/10/2022,Musetti L.,,,,,,,
45380,2.29,1,1.516924216,10/26/2017,Gasquet R.,,,,,,,
49215,2.43,1,1.516736625,5/16/2019,Del Potro J.M.,,,,,,,
52781,1.77,0,1.516724879,4/22/2021,Sinner J.,,,,,,,
53662,1.66,0,1.516293938,7/29/2021,Altmaier D.,,,,,,,
41960,1.64,0,1.516107354,7/18/2016,Ymer E.,,,,,,,
55382,1.6,0,1.515048195,4/25/2022,Kwon S.W.,,,,,,,
43332,1.6,0,1.514591724,2/23/2017,Darcis S.,,,,,,,
41999,2.61,1,1.514454957,7/19/2016,Melzer J.,,,,,,,
52945,1.79,0,1.514029305,5/12/2021,Bautista Agut R.,,,,,,,
45514,1.6,0,1.513488447,1/3/2018,Gojowczyk P.,,,,,,,
55018,1.6,0,1.512437994,3/11/2022,Korda S.,,,,,,,
30486,1.66,0,1.512245729,3/11/2012,Stepanek R.,,,,,,,
37344,1.83,0,1.511843677,10/5/2014,Bautista R.,,,,,,,
51922,1.74,0,1.510722903,11/16/2020,Medvedev D.,,,,,,,
29838,1.7,0,1.510684046,1/2/2012,Tomic B.,,,,,,,
34328,2.47,1,1.50939463,7/31/2013,Tursunov D.,,,,,,,
49976,1.94,0,1.509134365,8/5/2019,Norrie C.,,,,,,,
30396,1.83,0,1.509019514,2/29/2012,Berlocq C.,,,,,,,
52671,1.76,0,1.508590513,4/11/2021,Goffin D.,,,,,,,
33578,1.62,0,1.508578847,5/14/2013,Chardy J.,,,,,,,
33934,2.37,1,1.508529676,6/24/2013,Hewitt L.,,,,,,,
56261,2.54,1,1.508187905,8/4/2022,Johnson S.,,,,,,,
47805,1.78,0,1.506648526,10/4/2018,Struff J.L.,,,,,,,
39444,2.55,1,1.506278561,8/3/2015,Duckworth J.,,,,,,,
41673,2.37,1,1.506236968,6/16/2016,Muller G.,,,,,,,
52587,1.66,0,1.505745214,3/28/2021,Sinner J.,,,,,,,
32561,1.6,0,1.505600276,1/7/2013,Lacko L.,,,,,,,
42771,1.78,0,1.503774707,10/28/2016,Ferrer D.,,,,,,,
30819,2.49,1,1.503120374,4/30/2012,Istomin D.,,,,,,,
50769,1.64,0,1.50296426,1/21/2020,Herbert P.H.,,,,,,,
43954,1.52,0,1.502830294,5/14/2017,Vesely J.,,,,,,,
34679,1.81,0,1.502495297,9/18/2013,Sousa J.,,,,,,,
50089,1.71,0,1.502491112,8/20/2019,Ruud C.,,,,,,,
39091,1.95,1,1.502348601,6/23/2015,Groth S.,,,,,,,
57156,2.19,1,1.226974551,1/16/2023,Lestienne C.,1.19,59.5,,,,,
54990,1.6,0,1.50174123,2/25/2022,Ramos-Vinolas A.,,,,,,,
34072,1.94,1,1.500190468,7/9/2013,Struff J.L.,,,,,,,
55043,1.64,0,1.500106872,3/13/2022,Harris L.,,,,,,,
49816,1.81,0,1.49907378,7/23/2019,Albot R.,,,,,,,
47215,1.64,0,1.498725832,7/24/2018,Norrie C.,,,,,,,
45771,1.79,0,1.498426546,2/8/2018,Marterer M.,,,,,,,
40853,2.21,1,1.497105647,3/11/2016,Granollers M.,,,,,,,
51032,1.58,0,1.496266303,2/15/2020,Monfils G.,,,,,,,
43376,1.83,0,1.496182561,2/28/2017,Donskoy E.,,,,,,,
39850,2,0,1.495825031,9/28/2015,Krajicek A.,,,,,,,
49928,2.27,1,1.495485241,8/1/2019,Sonego L.,,,,,,,
41475,2.14,1,1.495412874,5/23/2016,Mannarino A.,,,,,,,
38677,1.56,0,1.49476786,5/5/2015,Kohlschreiber P.,,,,,,,
57204,2.05,1,1.027245147,1/18/2023,Cerundolo F.,1.05,52.5,,,,,
31564,2.67,1,1.49469532,7/17/2012,Soeda G.,,,,,,,
37288,2.1,1,1.493702088,9/29/2014,Sousa J.,,,,,,,
53251,1.89,0,1.493025219,6/15/2021,Lacko L.,,,,,,,
42965,1.81,0,1.492860149,1/11/2017,Johnson S.,,,,,,,
38059,2.49,1,1.491938092,2/17/2015,Carreno-Busta P.,,,,,,,
57242,2.06,1,1.340463187,1/20/2023,Khachanov K.,1.06,53,,,,,
32267,1.56,0,1.491876772,10/14/2012,Djokovic N.,,,,,,,
47401,1.66,0,1.491116868,8/8/2018,Cilic M.,,,,,,,
43981,1.49,0,1.491007656,5/16/2017,Paire B.,,,,,,,
37495,1.63,0,1.491004584,10/21/2014,Pospisil V.,,,,,,,
53607,1.76,0,1.490453437,7/23/2021,Ramos-Vinolas A.,,,,,,,
51431,1.69,0,1.489513466,9/14/2020,Krajinovic F.,,,,,,,
57260,1.64,0,1.69212083,1/22/2023,Korda S.,-1,-50,,,,,
52067,2.22,1,1.4882338,2/3/2021,Cuevas P.,,,,,,,
50440,1.58,0,1.487995834,10/8/2019,Berrettini M.,,,,,,,
51912,1.59,0,1.487796725,11/12/2020,Mannarino A.,,,,,,,
30483,1.54,0,1.487752633,3/10/2012,Dimitrov G.,,,,,,,
44043,1.72,0,1.487558518,5/24/2017,Berdych T.,,,,,,,
49889,1.61,0,1.487394513,7/30/2019,Kecmanovic M.,,,,,,,
56232,1.63,0,1.486390817,8/3/2022,Cressy M.,,,,,,,
56131,1.51,0,1.486361526,7/25/2022,Misolic F.,,,,,,,
57263,1.77,0,1.334243006,1/23/2023,Paul T.,-1,-50,,,,,
52877,1.64,0,1.485529002,5/4/2021,Davidovich Fokina A.,,,,,,,
49873,1.77,0,1.48513171,7/29/2019,Carballes Baena R.,,,,,,,
44493,1.61,0,1.484939251,7/17/2017,Laaksonen H.,,,,,,,
56233,1.61,0,1.484728902,8/3/2022,Dimitrov G.,,,,,,,
50803,2.19,1,1.48406206,1/21/2020,Fognini F.,,,,,,,
38644,2.39,1,1.483224562,5/1/2015,Gasquet R.,,,,,,,
51664,2.16,1,1.482961564,10/13/2020,Ivashka I.,,,,,,,
54188,1.51,0,1.482390334,10/13/2021,Monfils G.,,,,,,,
52951,1.58,0,1.482324951,5/13/2021,Rublev A.,,,,,,,
56815,2.33,1,1.48204879,10/15/2022,Wolf J.J.,,,,,,,
31026,1.78,0,1.481503569,5/24/2012,Baker B.,,,,,,,
54883,2.11,1,1.481405111,2/18/2022,Basilashvili N.,,,,,,,
41819,2.29,1,1.481327207,6/30/2016,Pouille L.,,,,,,,
34682,1.95,0,1.481219389,9/18/2013,Kravchuk K.,,,,,,,
42183,1.53,0,1.481146723,8/12/2016,Karlovic I.,,,,,,,
44774,1.47,0,1.481135775,8/9/2017,Anderson K.,,,,,,,
30418,2.29,1,1.480810543,3/1/2012,Verdasco F.,,,,,,,
48426,1.67,0,1.480677398,2/11/2019,Seppi A.,,,,,,,
32091,2.37,1,1.480660933,10/1/2012,Bautista R.,,,,,,,
54608,1.67,0,1.480034078,1/21/2022,Carreno Busta P.,,,,,,,
48631,1.63,0,1.479816703,2/27/2019,Berankis R.,,,,,,,
50337,2.5,1,1.479598495,9/26/2019,Bublik A.,,,,,,,
50472,1.74,0,1.479209093,10/14/2019,Mannarino A.,,,,,,,
45928,2.16,1,1.478993901,2/20/2018,Youzhny M.,,,,,,,
35887,1.69,0,1.478569627,4/15/2014,Carreno-Busta P.,,,,,,,
41326,1.58,0,1.478559331,5/4/2016,Bautista Agut R.,,,,,,,
42441,1.64,0,1.478390662,9/21/2016,Struff J.L.,,,,,,,
48550,1.74,0,1.478331423,2/20/2019,Evans D.,,,,,,,
31154,1.6,0,1.478277008,6/8/2012,Djokovic N.,,,,,,,
48017,2.74,1,1.478103914,10/28/2018,Anderson K.,,,,,,,
52809,2.25,1,1.477992466,4/27/2021,Basilashvili N.,,,,,,,
50244,2.65,1,1.477198146,9/4/2019,Berrettini M.,,,,,,,
53911,2.68,1,1.476891114,8/31/2021,Pospisil V.,,,,,,,
52905,1.54,0,1.476861439,5/7/2021,Berrettini M.,,,,,,,
46472,2.3,1,1.476825175,5/1/2018,Jarry N.,,,,,,,
32026,1.63,0,1.475691442,9/21/2012,Klizan M.,,,,,,,
33800,1.53,0,1.475550149,6/10/2013,Evans D.,,,,,,,
47938,2.37,1,1.475192077,10/19/2018,Fognini F.,,,,,,,
34398,1.69,0,1.475116817,8/7/2013,Raonic M.,,,,,,,
55833,2.49,1,1.47503784,6/18/2022,Hurkacz H.,,,,,,,
36655,2.22,1,1.474805051,7/10/2014,Lopez F.,,,,,,,
34935,2.22,1,1.474587797,10/23/2013,Dodig I.,,,,,,,
46657,2.37,1,1.473946914,5/22/2018,Fucsovics M.,,,,,,,
45663,1.59,0,1.473859644,1/16/2018,Marterer M.,,,,,,,
55575,2.58,1,1.47360069,5/18/2022,Sousa J.,,,,,,,
53141,2.15,1,1.473131123,6/2/2021,Isner J.,,,,,,,
49408,1.83,0,1.472945152,6/10/2019,Thompson J.,,,,,,,
43565,1.69,0,1.47259189,3/23/2017,Zeballos H.,,,,,,,
52565,2.19,1,1.472339021,3/26/2021,Popyrin A.,,,,,,,
40592,1.88,0,1.47219383,2/9/2016,Elias G.,,,,,,,
42880,1.94,1,1.472187649,1/3/2017,Olivo R.,,,,,,,
52373,1.91,0,1.472163354,3/8/2021,Sousa P.,,,,,,,
41589,1.68,0,1.471970904,6/7/2016,Millman J.,,,,,,,
38187,1.7,0,1.471419103,2/26/2015,Anderson K.,,,,,,,
44018,1.67,0,1.471385292,5/22/2017,Istomin D.,,,,,,,
48705,2.52,1,1.471227546,3/8/2019,Mayer L.,,,,,,,
52617,2.36,1,1.470827959,4/4/2021,Hurkacz H.,,,,,,,
33322,1.62,0,1.470822828,4/14/2013,Dolgopolov O.,,,,,,,
54650,1.56,0,1.469824371,2/1/2022,Ymer E.,,,,,,,
41911,2.5,1,1.46905005,7/13/2016,Estrella Burgos V.,,,,,,,
48690,1.52,0,1.468860257,3/7/2019,Klizan M.,,,,,,,
49158,1.84,0,1.468456864,5/9/2019,Wawrinka S.,,,,,,,
43656,2.45,1,1.468348137,4/12/2017,Zeballos H.,,,,,,,
31188,2.35,1,1.468244526,6/12/2012,Troicki V.,,,,,,,
48008,2.3,1,1.467466652,10/26/2018,Medvedev D.,,,,,,,
51756,2.02,1,1.466880624,10/21/2020,Mannarino A.,,,,,,,
56863,1.91,1,1.465646406,10/20/2022,Goffin D.,,,,,,,
38665,1.81,0,1.465124162,5/4/2015,Bellucci T.,,,,,,,
50721,1.7,0,1.464990769,1/14/2020,Evans D.,,,,,,,
48182,2.51,1,1.464669493,1/8/2019,Seppi A.,,,,,,,
35435,2.16,1,1.464204458,2/14/2014,Karlovic I.,,,,,,,
48365,1.52,0,1.464189202,2/5/2019,Carballes Baena R.,,,,,,,
50121,1.54,0,1.463896435,8/24/2019,Hurkacz H.,,,,,,,
50707,2.07,1,1.463765763,1/13/2020,Ymer M.,,,,,,,
48190,1.58,0,1.46347144,1/9/2019,Schwartzman D.,,,,,,,
35149,2.12,1,1.463293785,1/8/2014,Bautista R.,,,,,,,
49454,1.81,0,1.463173258,6/16/2019,Mannarino A.,,,,,,,
42475,1.54,0,1.462865344,9/27/2016,Bellucci T.,,,,,,,
54630,1.61,0,1.462468451,1/25/2022,Berrettini M.,,,,,,,
35787,1.66,0,1.462161112,3/23/2014,Robredo T.,,,,,,,
56778,1.81,0,1.462149611,10/11/2022,Otte O.,,,,,,,
38282,1.78,0,1.46196462,3/17/2015,Lopez F.,,,,,,,
54913,1.65,0,1.461917539,2/21/2022,Londero J.I.,,,,,,,
43324,1.47,0,1.461753958,2/23/2017,Dolgopolov O.,,,,,,,
45488,1.98,1,1.461722721,1/2/2018,Pella G.,,,,,,,
57262,2.17,1,1.265257136,1/23/2023,Rublev A.,1.17,58.5,,,,,
50321,2.33,1,1.461151971,9/25/2019,Sousa J.,,,,,,,
46922,1.76,0,1.461018353,6/23/2018,Cilic M.,,,,,,,
37269,1.56,0,1.461000472,9/26/2014,Benneteau J.,,,,,,,
29994,2.49,1,1.46050602,1/16/2012,Karlovic I.,,,,,,,
37270,2.42,1,1.460437241,9/26/2014,Giraldo S.,,,,,,,
52014,1.76,0,1.460189191,2/1/2021,Caruso S.,,,,,,,
42981,2.2,1,1.45986633,1/13/2017,Sousa J.,,,,,,,
46058,1.74,0,1.45979064,3/2/2018,Anderson K.,,,,,,,
48671,2.23,1,1.459406485,3/1/2019,Djere L.,,,,,,,
33926,2.4,1,1.459156728,6/21/2013,Mahut N.,,,,,,,
30706,1.6,0,1.458806225,4/17/2012,Bellucci T.,,,,,,,
38156,1.68,0,1.457982209,2/24/2015,Giraldo S.,,,,,,,
49962,2.18,1,1.457974702,8/4/2019,Schwartzman D.,,,,,,,
48249,1.64,0,1.457820489,1/15/2019,Pouille L.,,,,,,,
49008,2.37,1,1.457501569,4/23/2019,Gojowczyk P.,,,,,,,
54555,1.58,0,1.457459503,1/18/2022,Baez S.,,,,,,,
53801,1.7,0,1.45707537,8/18/2021,Ruud C.,,,,,,,
49833,2.55,1,1.456776105,7/25/2019,Carreno Busta P.,,,,,,,
46394,1.71,0,1.456736434,4/24/2018,Simon G.,,,,,,,
40100,1.76,0,1.456581052,10/24/2015,Bautista R.,,,,,,,
31237,1.65,0,1.456487328,6/17/2012,Muller G.,,,,,,,
50389,1.53,0,1.456215906,10/2/2019,Murray A.,,,,,,,
46007,2.27,1,1.455700015,2/27/2018,Zeballos H.,,,,,,,
36704,1.72,0,1.455635946,7/15/2014,Rosol L.,,,,,,,
48023,2.35,1,1.455635931,10/29/2018,Dzumhur D.,,,,,,,
45226,2.33,1,1.455487694,10/10/2017,Struff J.L.,,,,,,,
55075,2.31,1,1.455386456,3/15/2022,Kecmanovic M.,,,,,,,
44610,2.55,1,1.455339653,7/26/2017,Vesely J.,,,,,,,
34369,1.97,1,1.455243207,8/3/2013,Haas T.,,,,,,,
38065,1.97,1,1.454196217,2/17/2015,Lu Y.H.,,,,,,,
48123,1.74,0,1.454034005,1/2/2019,Berdych T.,,,,,,,
56391,2.57,1,1.453502561,8/20/2022,Coric B.,,,,,,,
45852,2.35,1,1.453488013,2/14/2018,Escobedo E.,,,,,,,
38505,1.93,0,1.453386128,4/18/2015,Berdych T.,,,,,,,
43973,2.11,1,1.452993095,5/16/2017,Sock J.,,,,,,,
45637,2.18,1,1.452970914,1/16/2018,Medvedev D.,,,,,,,
53027,2.23,1,1.452920096,5/24/2021,Cuevas P.,,,,,,,
49551,1.75,0,1.452882013,6/26/2019,Simon G.,,,,,,,
52048,2.14,1,1.45265034,2/3/2021,Vesely J.,,,,,,,
50336,1.55,0,1.452497179,9/26/2019,Carreno Busta P.,,,,,,,
36046,2.34,1,1.451878936,5/4/2014,Chardy J.,,,,,,,
55124,1.66,0,1.451657377,3/24/2022,Ruusuvuori E.,,,,,,,
57276,2,1,1.223782384,2/7/2023,Sonego L.,1,50,,,,,
38962,2.33,1,1.449780504,6/9/2015,Seppi A.,,,,,,,
56760,2.1,1,1.449760076,10/8/2022,Fritz T.,,,,,,,
39305,2.24,1,1.448206539,7/22/2015,Kavcic B.,,,,,,,
46105,1.56,0,1.448164954,3/10/2018,Sandgren T.,,,,,,,
57303,2.14,1,1.051561695,2/8/2023,Cecchinato M.,1.14,57,,,,,
37060,1.6,0,1.44720871,8/20/2014,Lu Y.H.,,,,,,,
43310,1.81,0,1.447084969,2/21/2017,Donaldson J.,,,,,,,
57314,1.61,0,1.401918793,2/9/2023,Sonego L.,-1,-50,,,,,
36378,1.88,0,1.447008444,6/11/2014,Dolgopolov O.,,,,,,,
38411,2.09,1,1.446933662,4/7/2015,Johnson S.,,,,,,,
51183,1.63,0,1.446907916,2/26/2020,Evans D.,,,,,,,
41053,1.65,0,1.446744276,4/6/2016,Monaco J.,,,,,,,
32099,1.7,0,1.446691247,10/1/2012,Nieminen J.,,,,,,,
56297,1.75,0,1.44649504,8/9/2022,Mannarino A.,,,,,,,
43005,1.72,0,1.44631598,1/16/2017,Harrison R.,,,,,,,
34265,1.81,0,1.446213455,7/25/2013,Istomin D.,,,,,,,
40164,1.85,0,1.445194532,11/2/2015,Bellucci T.,,,,,,,
54391,1.6,0,1.445151203,11/16/2021,Medvedev D.,,,,,,,
34506,1.86,0,1.445098207,8/20/2013,Berankis R.,,,,,,,
47255,2.24,1,1.444981971,7/27/2018,Zopp J.,,,,,,,
42666,1.98,1,1.444439283,10/18/2016,Mayer F.,,,,,,,
30377,2.94,1,1.444279865,2/28/2012,Youzhny M.,,,,,,,
50467,2.35,1,1.444197973,10/11/2019,Berrettini M.,,,,,,,
44625,1.75,0,1.443651746,7/27/2017,Gulbis E.,,,,,,,
39909,2.23,1,1.443041005,10/5/2015,Rosol L.,,,,,,,
49954,1.64,0,1.442444277,8/2/2019,Ramos-Vinolas A.,,,,,,,
50490,1.57,0,1.442056698,10/15/2019,Krajinovic F.,,,,,,,
35530,2.21,1,1.441756341,2/22/2014,Gulbis E.,,,,,,,
49065,1.74,0,1.441261695,4/29/2019,Daniel T.,,,,,,,
46947,1.9,1,1.441019754,6/26/2018,Haase R.,,,,,,,
54705,1.68,0,1.440960358,2/4/2022,Tabilo A.,,,,,,,
43147,1.77,1,1.44055473,2/8/2017,Herbert P.H.,,,,,,,
46497,1.75,0,1.440552783,5/3/2018,Tsitsipas S.,,,,,,,
45087,2.07,1,1.440467819,9/25/2017,Monteiro T.,,,,,,,
31167,2.2,1,1.43967505,6/12/2012,Karlovic I.,,,,,,,
50505,1.98,0,1.439438854,10/16/2019,Krajinovic F.,,,,,,,
49068,1.61,0,1.439090752,4/30/2019,Schwartzman D.,,,,,,,
50432,1.66,0,1.439045716,10/8/2019,Basilashvili N.,,,,,,,
39007,2.55,1,1.4390282,6/15/2015,Coric B.,,,,,,,
44511,1.65,0,1.438898559,7/18/2017,Bagnis F.,,,,,,,
57340,2.08,1,1.254911231,2/10/2023,Fils A.,1.08,54,,,,,
49699,1.55,0,1.438019576,7/14/2019,Djokovic N.,,,,,,,
39261,2.09,1,1.437897003,7/15/2015,Smith J.P.,,,,,,,
55852,1.62,0,1.43789336,6/21/2022,Altmaier D.,,,,,,,
55870,2.2,1,1.437776756,6/22/2022,Giron M.,,,,,,,
46823,1.87,0,1.437737289,6/12/2018,Fucsovics M.,,,,,,,
42810,2.31,1,1.437433535,11/2/2016,Sock J.,,,,,,,
48843,2.17,1,1.436603379,3/24/2019,Auger-Aliassime F.,,,,,,,
37930,1.67,0,1.436178017,2/6/2015,Baghdatis M.,,,,,,,
48495,1.58,0,1.436136305,2/15/2019,Opelka R.,,,,,,,
41341,2.67,1,1.435595949,5/7/2016,Murray A.,,,,,,,
35383,2.37,1,1.434722539,2/11/2014,Sijsling I.,,,,,,,
45549,2.38,1,1.434661451,1/7/2018,Lorenzi P.,,,,,,,
40329,2.06,1,1.434592543,1/12/2016,Rosol L.,,,,,,,
35217,1.74,0,1.434519498,1/14/2014,Rola B.,,,,,,,
37707,1.69,0,1.434477322,1/13/2015,Vesely J.,,,,,,,
45155,1.71,0,1.434145161,10/3/2017,Schwartzman D.,,,,,,,
48430,1.84,1,1.434084029,2/11/2019,Marterer M.,,,,,,,
39730,1.73,0,1.434070072,9/2/2015,Fognini F.,,,,,,,
57332,2.05,1,1.134569162,2/10/2023,Cerundolo J.M.,1.05,52.5,,,,,
51544,1.77,0,1.433337458,9/28/2020,Galan D.,,,,,,,
33041,1.71,0,1.433178194,2/27/2013,Zeballos H.,,,,,,,
43402,1.93,0,1.433165981,3/1/2017,Dzumhur D.,,,,,,,
55381,2.13,1,1.433012211,4/25/2022,Borges N.,,,,,,,
54412,2.15,1,1.432982074,1/4/2022,Ymer M.,,,,,,,
51369,1.58,0,1.432693405,9/4/2020,Auger-Aliassime F.,,,,,,,
56512,2.66,1,1.432440756,8/31/2022,Moutet C.,,,,,,,
51856,1.74,0,1.432191993,11/3/2020,Kecmanovic M.,,,,,,,
41857,2.21,0,1.432162764,7/4/2016,Cilic M.,,,,,,,
54865,2.37,1,1.432099272,2/16/2022,Andujar P.,,,,,,,
49411,1.85,1,1.431672417,6/11/2019,Jarry N.,,,,,,,
55156,1.59,0,1.431504854,3/27/2022,Sinner J.,,,,,,,
47841,1.63,0,1.431412654,10/9/2018,Kukushkin M.,,,,,,,
40735,2.18,1,1.431300353,2/20/2016,Del Potro J.M.,,,,,,,
40109,1.59,0,1.430531576,10/26/2015,Thiem D.,,,,,,,
33496,2.74,1,1.430521157,5/3/2013,Dodig I.,,,,,,,
39334,1.63,0,1.430371253,7/24/2015,Monfils G.,,,,,,,
53279,2.41,1,1.429673002,6/19/2021,Humbert U.,,,,,,,
51150,2.25,1,1.429606609,2/25/2020,Caruso S.,,,,,,,
56586,2.39,1,1.429469671,9/21/2022,Ymer M.,,,,,,,
34307,2.55,1,1.429467088,7/29/2013,Zeballos H.,,,,,,,
56310,2.16,1,1.429234911,8/10/2022,Cilic M.,,,,,,,
47855,1.81,0,1.428954403,10/10/2018,Querrey S.,,,,,,,
53215,1.78,0,1.428873664,6/11/2021,Auger-Aliassime F.,,,,,,,
41098,1.86,0,1.428828637,4/12/2016,Simon G.,,,,,,,
40520,1.57,0,1.428249987,2/2/2016,Gulbis E.,,,,,,,
55001,2.5,1,1.428236999,3/10/2022,Eubanks C.,,,,,,,
50113,1.82,0,1.42806664,8/22/2019,Tiafoe F.,,,,,,,
31257,2.23,1,1.427931916,6/19/2012,Roddick A.,,,,,,,
36522,1.54,0,1.427656036,6/24/2014,Istomin D.,,,,,,,
39801,1.74,0,1.427586758,9/22/2015,Zverev M.,,,,,,,
54879,2.36,1,1.42752702,2/17/2022,Basilashvili N.,,,,,,,
36156,1.57,0,1.427379195,5/18/2014,Delbonis F.,,,,,,,
32616,2.3,1,1.426981745,1/14/2013,Rufin G.,,,,,,,
36105,2.63,1,1.426286154,5/11/2014,Melzer J.,,,,,,,
55521,1.66,0,1.426220601,5/11/2022,De Minaur A.,,,,,,,
36835,1.53,0,1.426108637,7/26/2014,Monaco J.,,,,,,,
56340,1.99,1,1.425697061,8/14/2022,Van De Zandschulp B.,,,,,,,
50456,1.58,0,1.425683802,10/10/2019,Zverev A.,,,,,,,
56246,2.1,0,1.425466159,8/3/2022,Bagnis F.,,,,,,,
44642,1.66,0,1.425459632,7/29/2017,Isner J.,,,,,,,
46915,2.17,1,1.425338434,6/22/2018,Kudla D.,,,,,,,
56003,1.79,0,1.425148605,7/3/2022,Goffin D.,,,,,,,
34993,1.68,0,1.424750325,10/30/2013,Simon G.,,,,,,,
43205,2.52,1,1.424683402,2/14/2017,Coric B.,,,,,,,
53290,1.94,0,1.424294827,6/21/2021,Klein L.,,,,,,,
57350,1.67,0,1.300433329,2/12/2023,Baez S.,-1,-50,,,,,
40352,2.36,1,1.423902879,1/14/2016,Bautista R.,,,,,,,
29897,1.67,0,1.423753766,1/5/2012,Monfils G.,,,,,,,
57026,2.41,1,1.423753081,11/17/2022,Nadal R.,,,,,,,
32085,2.2,1,1.423743495,9/29/2012,Monaco J.,,,,,,,
44548,2.43,1,1.423727908,7/21/2017,Giannessi A.,,,,,,,
37810,1.72,0,1.423643053,1/21/2015,Groth S.,,,,,,,
38648,1.6,0,1.423458908,5/1/2015,Cuevas P.,,,,,,,
43239,1.71,0,1.423406392,2/16/2017,Thiem D.,,,,,,,
57360,2.17,1,1.352391693,2/13/2023,Cachin P.,1.17,58.5,,,,,
40412,2.56,1,1.423365765,1/19/2016,Groth S.,,,,,,,
35793,2.26,1,1.422995387,3/24/2014,Fognini F.,,,,,,,
50913,1.83,0,1.422957451,2/5/2020,Berankis R.,,,,,,,
42274,2.35,1,1.422650631,8/24/2016,Carreno Busta P.,,,,,,,
50537,1.76,0,1.422433925,10/18/2019,Mannarino A.,,,,,,,
57365,1.7,0,1.438856623,2/14/2023,Mmoh M.,-1,-50,,,,,
33844,1.75,0,1.422120539,6/12/2013,Becker B.,,,,,,,
44188,1.75,0,1.421918708,6/9/2017,Wawrinka S.,,,,,,,
49761,1.73,0,1.421901243,7/19/2019,Lajovic D.,,,,,,,
50147,1.75,0,1.421866355,8/26/2019,Opelka R.,,,,,,,
44796,2.65,1,1.421690762,8/11/2017,Shapovalov D.,,,,,,,
34927,2.33,1,1.421421747,10/23/2013,Isner J.,,,,,,,
45043,1.65,0,1.421218113,9/19/2017,Maden Y.,,,,,,,
31478,1.78,0,1.42110756,7/11/2012,Zopp J.,,,,,,,
47364,1.63,0,1.420757754,8/4/2018,Zverev A.,,,,,,,
55516,2.44,1,1.4206059,5/11/2022,Cilic M.,,,,,,,
44724,1.7,0,1.420225014,8/3/2017,Fritz T.,,,,,,,
41981,1.87,0,1.420074286,7/19/2016,Thompson J.,,,,,,,
36102,1.87,0,1.420016562,5/11/2014,Chardy J.,,,,,,,
47548,1.91,0,1.419637829,8/27/2018,Wawrinka S.,,,,,,,
38455,2.27,1,1.419541385,4/12/2015,Tomic B.,,,,,,,
54276,1.7,0,1.419529019,10/26/2021,Mcdonald M.,,,,,,,
49218,1.72,0,1.419296715,5/17/2019,Tsitsipas S.,,,,,,,
42599,2.25,1,1.419225052,10/11/2016,Zverev A.,,,,,,,
52615,2.09,1,1.419075734,4/2/2021,Sinner J.,,,,,,,
54022,2.31,1,1.418915885,9/22/2021,Djere L.,,,,,,,
53633,2.33,1,1.418261365,7/26/2021,Thompson J.,,,,,,,
34913,2.53,1,1.417994855,10/22/2013,Sousa J.,,,,,,,
49747,2.29,1,1.417832782,7/17/2019,Sandgren T.,,,,,,,
31613,1.61,0,1.417513695,7/21/2012,Bellucci T.,,,,,,,
32411,1.66,0,1.417381055,10/29/2012,Simon G.,,,,,,,
57789,1.92,1,1.417029223,3/23/2023,Popyrin A.,,,,,,,
46604,1.72,0,1.416807415,5/15/2018,Pouille L.,,,,,,,
45955,1.58,0,1.416614189,2/22/2018,Fritz T.,,,,,,,
32451,2.19,1,1.416177666,11/2/2012,Ferrer D.,,,,,,,
56661,1.76,0,1.415649858,9/28/2022,Albot R.,,,,,,,
53577,2.33,1,1.415613015,7/21/2021,Travaglia S.,,,,,,,
45879,1.69,0,1.415403354,2/17/2018,Querrey S.,,,,,,,
38239,2.52,1,1.415365774,3/14/2015,Ramos-Vinolas A.,,,,,,,
32448,1.81,0,1.415090624,11/1/2012,Simon G.,,,,,,,
31194,1.77,0,1.41490214,6/13/2012,Dimitrov G.,,,,,,,
46527,2.01,0,1.414611054,5/7/2018,Lopez F.,,,,,,,
54922,2.25,1,1.414497149,2/22/2022,Mcdonald M.,,,,,,,
45135,1.81,0,1.414070554,9/30/2017,Dolgopolov O.,,,,,,,
47884,1.56,0,1.41388863,10/16/2018,Verdasco F.,,,,,,,
49422,1.59,0,1.413842775,6/11/2019,Kukushkin M.,,,,,,,
56437,2.11,1,1.413240271,8/26/2022,Djere L.,,,,,,,
